qacver	saccver	bitscore	evalue	qlen	slen	length	qcovs	pident	taxid	protein	species	a	b	c	d	e	f	g	h	I	j	k	l	m	n	o	p
WP_002854338.1	WP_105018828.1	54.5	0.000883	820	461	269	27	19.331	323273	tetratricopeptide repeat protein [Nonlabens tegetincola]	Nonlabens tegetincola	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Nonlabens							
WP_002854338.1	ODS40981.1	55.3	0.000884	820	1127	458	49	16.376	1849261	hypothetical protein BEH94_10835 [Candidatus Altiarchaeales archaeon WOR_SM1_SCG]	Candidatus Altiarchaeales archaeon WOR_SM1_SCG	cellular organisms	Archaea	DPANN group	Candidatus Altiarchaeota	Candidatus Altiarchaeales	unclassified Candidatus Altiarchaeales										
WP_002854338.1	WP_094786262.1	53.8	0.000884	820	310	186	22	19.355	202772	tetratricopeptide repeat protein [Zooshikella ganghwensis]	Zooshikella ganghwensis	cellular organisms	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Hahellaceae	Zooshikella									
WP_002854338.1	RYY40736.1	54.1	0.000885	820	356	154	18	24.026	1869212	tetratricopeptide repeat protein [Chitinophagaceae bacterium]	Chitinophagaceae bacterium	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	unclassified Chitinophagaceae							
WP_002854338.1	WP_054401147.1	54.9	0.000886	820	656	207	25	19.324	1705565	tetratricopeptide repeat protein [Paenibacillus solani]	Paenibacillus solani	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus								
WP_002854338.1	WP_086190788.1	54.9	0.000887	820	570	362	42	18.785	1977874	tetratricopeptide repeat protein [Acinetobacter sp. ANC 3832]	Acinetobacter sp. ANC 3832	cellular organisms	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter									
WP_002854338.1	WP_055229229.1	55.3	0.000888	820	1003	192	21	22.396	818	tetratricopeptide repeat protein [Bacteroides thetaiotaomicron]	Bacteroides thetaiotaomicron	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides							
WP_002854338.1	WP_057119079.1	55.3	0.000888	820	1004	273	31	20.147	1736610	tetratricopeptide repeat protein [Flavobacterium sp. Root935]	Flavobacterium sp. Root935	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium							
WP_002854338.1	OJX35581.1	54.1	0.000889	820	364	245	28	20.408	1895763	hypothetical protein BGO87_02855 [Flavobacteriia bacterium 40-80]	Flavobacteriia bacterium 40-80	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	unclassified Flavobacteriia									
WP_002854338.1	XP_024617844.1	55.3	0.00089	820	1895	547	63	16.819	1706337	tetratricopeptide repeat protein 6 [Neophocaena asiaeorientalis asiaeorientalis]	Neophocaena asiaeorientalis asiaeorientalis	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Deuterostomia	Chordata	Craniata	Vertebrata	Gnathostomata	Teleostomi	Euteleostomi	Sarcopterygii	Dipnotetrapodomorpha	Tetrapoda
WP_002854338.1	OIT23081.1	55.3	0.00089	820	1436	261	29	16.858	49451	protein ctr9-like protein, partial [Nicotiana attenuata]	Nicotiana attenuata	cellular organisms	Eukaryota	Viridiplantae	Streptophyta	Streptophytina	Embryophyta	Tracheophyta	Euphyllophyta	Spermatophyta	Magnoliopsida	Mesangiospermae	eudicotyledons	Gunneridae	Pentapetalae	asterids	lamiids
WP_002854338.1	WP_029452995.1	50.7	0.000891	820	116	89	11	24.719	37659;1121295	tetratricopeptide repeat protein [Clostridium algidicarnis]	Clostridium algidicarnis	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium								
WP_002854338.1	WP_012410664.1	54.9	0.000892	820	763	276	32	19.203	63737;272131	tetratricopeptide repeat protein [Nostoc punctiforme]	Nostoc punctiforme	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Nostocales	Nostocaceae	Nostoc								
WP_002854338.1	XP_001453940.1	54.5	0.000892	820	517	429	50	19.347	5888;412030	hypothetical protein (macronuclear) [Paramecium tetraurelia strain d4-2]	Paramecium tetraurelia strain d4-2	cellular organisms	Eukaryota	Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Peniculida	Parameciidae	Paramecium	Paramecium tetraurelia						
WP_002854338.1	WP_061013650.1	53.4	0.000893	820	252	198	24	22.222	553611	type IV pilus biogenesis/stability protein PilW [Photobacterium leiognathi]	Photobacterium leiognathi	cellular organisms	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Photobacterium									
WP_002854338.1	WP_002670613.1	55.3	0.000894	820	996	238	27	19.748	1017;553178	tetratricopeptide repeat protein [Capnocytophaga gingivalis]	Capnocytophaga gingivalis	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga							
WP_002854338.1	WP_062377407.1	54.9	0.000894	820	865	405	46	17.284	1580831	tetratricopeptide repeat protein [Treponema endosymbiont of Eucomonympha sp.]	Treponema endosymbiont of Eucomonympha sp.	cellular organisms	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema									
WP_002854338.1	KRY22339.1	55.3	0.000895	820	1408	362	42	14.641	990121	Intraflagellar transport protein 88 -like protein, partial [Trichinella patagoniensis]	Trichinella patagoniensis	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Protostomia	Ecdysozoa	Nematoda	Enoplea	Dorylaimia	Trichinellida	Trichinellidae	Trichinella		
WP_002854338.1	WP_066306835.1	54.5	0.000895	820	464	285	33	20.351	1729581	tetratricopeptide repeat protein [Flavobacterium sp. TAB 87]	Flavobacterium sp. TAB 87	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium							
WP_002854338.1	WP_125039855.1	55.3	0.000895	820	1003	199	22	22.111	2447885	tetratricopeptide repeat protein [Bacteroides sp. KCTC 15687]	Bacteroides sp. KCTC 15687	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides							
WP_002854338.1	TAH48260.1	54.9	0.000895	820	647	486	56	16.461	166	tetratricopeptide repeat protein, partial [Treponema sp.]	Treponema sp.	cellular organisms	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema									
WP_002854338.1	WP_026705814.1	55.3	0.000896	820	1005	287	32	20.906	344881	tetratricopeptide repeat protein [Flavobacterium soli]	Flavobacterium soli	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium							
WP_002854338.1	PON53642.1	55.3	0.000898	820	1081	287	32	14.983	3476	RNA polymerase-associated protein Ctr [Parasponia andersonii]	Parasponia andersonii	cellular organisms	Eukaryota	Viridiplantae	Streptophyta	Streptophytina	Embryophyta	Tracheophyta	Euphyllophyta	Spermatophyta	Magnoliopsida	Mesangiospermae	eudicotyledons	Gunneridae	Pentapetalae	rosids	fabids
WP_002854338.1	WP_122933930.1	54.1	0.000899	820	349	246	28	19.919	2268026	tetratricopeptide repeat protein [Runella sp. SP2]	Runella sp. SP2	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Runella							
WP_002854338.1	CAJ71804.1	54.9	0.000899	820	817	360	43	19.444	174633	conserved hypothetical tpr repeat protein [Candidatus Kuenenia stuttgartiensis]	Candidatus Kuenenia stuttgartiensis	cellular organisms	Bacteria	PVC group	Planctomycetes	Candidatus Brocadiae	Candidatus Brocadiales	Candidatus Brocadiaceae	Candidatus Kuenenia								
WP_002854338.1	WP_088764821.1	54.9	0.0009	820	665	386	42	16.839	851;76857	tetratricopeptide repeat protein [Fusobacterium nucleatum]	Fusobacterium nucleatum	cellular organisms	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium									
WP_002854338.1	WP_084185256.1	55.3	0.0009	820	1022	224	25	23.661	536979	tetratricopeptide repeat protein [Chitinophaga niabensis]	Chitinophaga niabensis	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Chitinophaga							
WP_002854338.1	WP_081215452.1	54.9	0.001	820	820	540	63	16.481	1219	tetratricopeptide repeat protein [Prochlorococcus marinus]	Prochlorococcus marinus	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Synechococcales	Prochloraceae	Prochlorococcus								
WP_002854338.1	WP_051347601.1	54.5	0.001	820	433	367	42	17.711	109265	tetratricopeptide repeat protein [Dolichospermum circinale]	Dolichospermum circinale	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Nostocales	Aphanizomenonaceae	Dolichospermum								
WP_002854338.1	RLI70370.1	53.4	0.001	820	257	239	25	19.247	2026747	hypothetical protein DRP02_08040 [Candidatus Heimdallarchaeota archaeon]	Candidatus Heimdallarchaeota archaeon	cellular organisms	Archaea	Asgard group	Candidatus Heimdallarchaeota												
WP_002854338.1	WP_103070666.1	54.5	0.001	820	464	398	47	17.337	2070536	tetratricopeptide repeat protein [Aquimarina sediminis]	Aquimarina sediminis	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Aquimarina							
WP_002854338.1	WP_007355508.1	54.1	0.001	820	340	243	25	22.222	272129;1501433	MULTISPECIES: tetratricopeptide repeat protein [Kamptonema]	Kamptonema	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Oscillatoriophycideae	Oscillatoriales	Microcoleaceae								
WP_002854338.1	WP_026442978.1	54.1	0.001	820	379	250	28	17.6	1382359	tetratricopeptide repeat protein [Acidobacterium ailaaui]	Acidobacterium ailaaui	cellular organisms	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Acidobacterium									
WP_002854338.1	PZV17885.1	54.1	0.001	820	329	206	24	19.903	47254	hypothetical protein DCF22_03040 [Leptolyngbya sp.]	Leptolyngbya sp.	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Synechococcales	Leptolyngbyaceae	Leptolyngbya								
WP_002854338.1	WP_104618093.1	54.1	0.001	820	355	242	29	16.116	84378	tetratricopeptide repeat protein [Brachyspira murdochii]	Brachyspira murdochii	cellular organisms	Bacteria	Spirochaetes	Spirochaetia	Brachyspirales	Brachyspiraceae	Brachyspira									
WP_002854338.1	PKA56562.1	54.9	0.001	820	744	169	19	24.852	1088818	Cell division cycle protein 27 like B [Apostasia shenzhenica]	Apostasia shenzhenica	cellular organisms	Eukaryota	Viridiplantae	Streptophyta	Streptophytina	Embryophyta	Tracheophyta	Euphyllophyta	Spermatophyta	Magnoliopsida	Mesangiospermae	Liliopsida	Petrosaviidae	Asparagales	Orchidaceae	Apostasioideae
WP_002854338.1	PYX28839.1	53.8	0.001	820	290	207	25	19.324	1978231	hypothetical protein DMG77_14480 [Acidobacteria bacterium]	Acidobacteria bacterium	cellular organisms	Bacteria	Acidobacteria	unclassified Acidobacteria	unclassified Acidobacteria (miscellaneous)											
WP_002854338.1	OGN66493.1	55.3	0.001	820	1261	474	54	15.401	1797606	hypothetical protein A2888_00330 [Chlamydiae bacterium RIFCSPLOWO2_01_FULL_28_7]	Chlamydiae bacterium RIFCSPLOWO2_01_FULL_28_7	cellular organisms	Bacteria	PVC group	Chlamydiae	unclassified Chlamydiae											
WP_002854338.1	WP_012675371.1	54.1	0.001	820	345	319	55	16.614	123214;309805	tetratricopeptide repeat protein [Persephonella marina]	Persephonella marina	cellular organisms	Bacteria	Aquificae	Aquificae	Aquificales	Hydrogenothermaceae	Persephonella									
WP_002854338.1	WP_012675371.1	54.1	0.001	820	345	257	55	19.455	123214;309805	tetratricopeptide repeat protein [Persephonella marina]	Persephonella marina	cellular organisms	Bacteria	Aquificae	Aquificae	Aquificales	Hydrogenothermaceae	Persephonella									
WP_002854338.1	OGW74396.1	54.5	0.001	820	453	302	36	17.219	1801721	hypothetical protein A2484_05980, partial [Nitrospirae bacterium RIFOXYC2_FULL_44_7]	Nitrospirae bacterium RIFOXYC2_FULL_44_7	cellular organisms	Bacteria	Nitrospirae	unclassified Nitrospirae												
WP_002854338.1	OHD14550.1	54.5	0.001	820	401	397	48	17.128	1802174	hypothetical protein A2Y41_12440 [Spirochaetes bacterium GWB1_36_13]	Spirochaetes bacterium GWB1_36_13	cellular organisms	Bacteria	Spirochaetes	unclassified Spirochaetes												
WP_002854338.1	WP_082281390.1	54.1	0.001	820	368	312	34	17.628	29507	tetratricopeptide repeat protein [Leptospira kirschneri]	Leptospira kirschneri	cellular organisms	Bacteria	Spirochaetes	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira									
WP_002854338.1	PYV43618.1	54.9	0.001	820	561	245	27	19.592	1978231	hypothetical protein DMG06_09945 [Acidobacteria bacterium]	Acidobacteria bacterium	cellular organisms	Bacteria	Acidobacteria	unclassified Acidobacteria	unclassified Acidobacteria (miscellaneous)											
WP_002854338.1	WP_002702791.1	54.9	0.001	820	941	248	26	17.742	1027;313606	tetratricopeptide repeat protein [Microscilla marina]	Microscilla marina	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Cytophagia	Cytophagales	Microscillaceae	Microscilla							
WP_002854338.1	RZV70243.1	54.5	0.001	820	408	358	41	16.201	2512262;2555784	tetratricopeptide repeat protein [Candidatus Scalindua sp. SCAELEC01]	Candidatus Scalindua sp. SCAELEC01	cellular organisms	Bacteria	PVC group	Planctomycetes	Candidatus Brocadiae	Candidatus Brocadiales	Candidatus Brocadiaceae	Candidatus Scalindua								
WP_002854338.1	WP_136402443.1	54.9	0.001	820	1004	578	65	15.225	2565924	tetratricopeptide repeat protein [Flavobacterium sp. CC-CTC003]	Flavobacterium sp. CC-CTC003	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium							
WP_002854338.1	WP_132988571.1	54.9	0.001	820	1005	273	31	20.147	2493631	tetratricopeptide repeat protein [Flavobacterium sp. A5.7]	Flavobacterium sp. A5.7	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium							
WP_002854338.1	SOD89342.1	54.9	0.001	820	773	230	27	16.957	1597977	Tetratricopeptide repeat-containing protein [Spirosoma fluviale]	Spirosoma fluviale	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Spirosoma							
WP_002854338.1	TES98121.1	53.8	0.001	820	302	230	27	19.13	2053489	tetratricopeptide repeat protein [Candidatus Lokiarchaeota archaeon]	Candidatus Lokiarchaeota archaeon	cellular organisms	Archaea	Asgard group	Candidatus Lokiarchaeota	unclassified Lokiarchaeota											
WP_002854338.1	RMG33539.1	54.1	0.001	820	324	254	28	20.866	2026739	tetratricopeptide repeat protein, partial [Euryarchaeota archaeon]	Euryarchaeota archaeon	cellular organisms	Archaea	Euryarchaeota	unclassified Euryarchaeota	unclassified Euryarchaeota (miscellaneous)											
WP_002854338.1	OFX25700.1	53.4	0.001	820	248	230	28	15.217	1797315	hypothetical protein A2041_05320 [Bacteroidetes bacterium GWA2_31_9b]	Bacteroidetes bacterium GWA2_31_9b	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	unclassified Bacteroidetes	unclassified Bacteroidetes (miscellaneous)									
WP_002854338.1	WP_011696950.1	54.9	0.001	820	567	296	33	21.622	119484;335543	tetratricopeptide repeat protein [Syntrophobacter fumaroxidans]	Syntrophobacter fumaroxidans	cellular organisms	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae	Syntrophobacter								
WP_002854338.1	RLE00223.1	53.8	0.001	820	297	264	31	18.561	2202151	hypothetical protein DRI92_00220 [Aquificae bacterium]	Aquificae bacterium	cellular organisms	Bacteria	Aquificae	unclassified Aquificae												
WP_002854338.1	WP_083963460.1	54.1	0.001	820	368	207	24	15.459	438033	tetratricopeptide repeat protein [Ruminococcus gauvreauii]	Ruminococcus gauvreauii	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus								
WP_002854338.1	PCJ32826.1	54.5	0.001	820	532	171	21	18.129	1913989	hypothetical protein COA90_01720 [Gammaproteobacteria bacterium]	Gammaproteobacteria bacterium	cellular organisms	Bacteria	Proteobacteria	Gammaproteobacteria	unclassified Gammaproteobacteria	unclassified Gammaproteobacteria (miscellaneous)										
WP_002854338.1	WP_008765322.1	54.9	0.001	820	1003	192	21	22.396	818	tetratricopeptide repeat protein [Bacteroides thetaiotaomicron]	Bacteroides thetaiotaomicron	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides							
WP_002854338.1	WP_097126630.1	54.9	0.001	820	772	230	27	16.957	1597977	ATP-binding protein [Spirosoma fluviale]	Spirosoma fluviale	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Spirosoma							
WP_002854338.1	OIP72566.1	55.3	0.001	820	1154	481	48	17.048	1805291	hypothetical protein AUK43_02820 [Oscillatoriales cyanobacterium CG2_30_40_61]	Oscillatoriales cyanobacterium CG2_30_40_61	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Oscillatoriophycideae	Oscillatoriales	unclassified Oscillatoriales	unclassified Oscillatoriales (miscellaneous)							
WP_002854338.1	WP_118006475.1	54.9	0.001	820	950	222	26	16.667	861	hypothetical protein [Fusobacterium ulcerans]	Fusobacterium ulcerans	cellular organisms	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium									
WP_002854338.1	PZX65534.1	54.9	0.001	820	1046	198	22	20.707	1004304	tetratricopeptide repeat protein [Hydrotalea sandarakina]	Hydrotalea sandarakina	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Hydrotalea							
WP_002854338.1	OPX18421.1	53	0.001	820	238	235	28	16.596	1936077	hypothetical protein BXT86_01305 [candidate division WOR-3 bacterium 4484_100]	candidate division WOR-3 bacterium 4484_100	cellular organisms	Bacteria	unclassified Bacteria	Bacteria candidate phyla	candidate division WOR-3											
WP_002854338.1	WP_114923550.1	53	0.001	820	222	214	25	18.692	2283194	tetratricopeptide repeat protein [Sporosarcina sp. PTS2304]	Sporosarcina sp. PTS2304	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Bacilli	Bacillales	Planococcaceae	Sporosarcina								
WP_002854338.1	WP_112305493.1	54.9	0.001	820	1051	256	29	18.75	2080288	tetratricopeptide repeat protein [Pontibacter sp. 2b14]	Pontibacter sp. 2b14	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Cytophagia	Cytophagales	Hymenobacteraceae	Pontibacter							
WP_002854338.1	WP_033797200.1	52.6	0.001	820	219	205	24	19.512	64104	tetratricopeptide repeat protein [Bacillus pseudomycoides]	Bacillus pseudomycoides	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus group							
WP_002854338.1	WP_052563210.1	54.9	0.001	820	763	229	28	18.341	795830;2172549	tetratricopeptide repeat protein [Candidatus Brocadia sinica]	Candidatus Brocadia sinica	cellular organisms	Bacteria	PVC group	Planctomycetes	Candidatus Brocadiae	Candidatus Brocadiales	Candidatus Brocadiaceae	Candidatus Brocadia								
WP_002854338.1	PIV16892.1	54.9	0.001	820	1055	431	45	16.705	1974001;1974003;1974006	hypothetical protein COS42_07615 [Flavobacteriales bacterium CG03_land_8_20_14_0_80_35_15]	Flavobacteriales bacterium CG03_land_8_20_14_0_80_35_15	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	unclassified Flavobacteriales	unclassified Flavobacteriales (miscellaneous)							
WP_002854338.1	PTB97592.1	53	0.001	820	235	162	18	24.691	1046115	hypothetical protein C9994_02175 [Marivirga lumbricoides]	Marivirga lumbricoides	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Marivirga							
WP_002854338.1	XP_017653592.1	55.3	0.001	820	1844	707	81	16.973	1026970	PREDICTED: tetratricopeptide repeat protein 6 [Nannospalax galili]	Nannospalax galili	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Deuterostomia	Chordata	Craniata	Vertebrata	Gnathostomata	Teleostomi	Euteleostomi	Sarcopterygii	Dipnotetrapodomorpha	Tetrapoda
WP_002854338.1	KIC90218.1	54.9	0.001	820	1004	213	24	16.901	1463156	hypothetical protein HY58_12730 [Flavihumibacter sp. ZG627]	Flavihumibacter sp. ZG627	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Flavihumibacter							
WP_002854338.1	PYU93184.1	54.5	0.001	820	446	241	28	19.087	1978231	hypothetical protein DMG25_10045 [Acidobacteria bacterium]	Acidobacteria bacterium	cellular organisms	Bacteria	Acidobacteria	unclassified Acidobacteria	unclassified Acidobacteria (miscellaneous)											
WP_002854338.1	OHD14922.1	54.9	0.001	820	684	576	68	16.84	1802173;1802182	hypothetical protein A2Z98_08315 [Spirochaetes bacterium GWB1_27_13]	Spirochaetes bacterium GWB1_27_13	cellular organisms	Bacteria	Spirochaetes	unclassified Spirochaetes												
WP_002854338.1	RKY79152.1	54.5	0.001	820	412	309	32	17.476	2172550	hypothetical protein DRQ12_04415, partial [candidate division KSB1 bacterium]	candidate division KSB1 bacterium	cellular organisms	Bacteria	unclassified Bacteria	Bacteria candidate phyla	candidate division KSB1	unclassified candidate division KSB1										
WP_002854338.1	WP_026463316.1	54.5	0.001	820	465	247	25	15.789	299567	tetratricopeptide repeat protein [Adhaeribacter aquaticus]	Adhaeribacter aquaticus	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Cytophagia	Cytophagales	Hymenobacteraceae	Adhaeribacter							
WP_002854338.1	WP_100417435.1	54.9	0.001	820	628	213	25	14.085	722472	tetratricopeptide repeat protein [Bradyrhizobium lablabi]	Bradyrhizobium lablabi	cellular organisms	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium									
WP_002854338.1	WP_109300090.1	54.1	0.001	820	369	250	28	21.6	2108529	tetratricopeptide repeat protein [Aquimarina sp. AU474]	Aquimarina sp. AU474	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Aquimarina							
WP_002854338.1	RKX53134.1	54.5	0.001	820	528	266	31	19.925	28240	hypothetical protein DRP25_00965, partial [Thermotoga sp.]	Thermotoga sp.	cellular organisms	Bacteria	Thermotogae	Thermotogae	Thermotogales	Thermotogaceae	Thermotoga									
WP_002854338.1	OJJ18435.1	54.9	0.001	820	601	607	70	16.145	1905359	hypothetical protein BKI52_22715 [marine bacterium AO1-C]	marine bacterium AO1-C	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	unclassified Cytophagaceae							
WP_002854338.1	CCZ47107.1	54.9	0.001	820	678	221	27	19.91	1262746	tetratricopeptide [Bacteroides sp. CAG:661]	Bacteroides sp. CAG:661	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	environmental samples						
WP_002854338.1	XP_012149075.1	54.9	0.001	820	736	214	24	19.626	143995	PREDICTED: transmembrane and TPR repeat-containing protein 4-like isoform X2 [Megachile rotundata]	Megachile rotundata	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Protostomia	Ecdysozoa	Panarthropoda	Arthropoda	Mandibulata	Pancrustacea	Hexapoda	Insecta	Dicondylia	Pterygota
WP_002854338.1	WP_013112701.1	54.1	0.001	820	356	242	29	16.529	84378;526224	tetratricopeptide repeat protein [Brachyspira murdochii]	Brachyspira murdochii	cellular organisms	Bacteria	Spirochaetes	Spirochaetia	Brachyspirales	Brachyspiraceae	Brachyspira									
WP_002854338.1	WP_118307112.1	54.9	0.001	820	1003	192	21	22.396	818	tetratricopeptide repeat protein [Bacteroides thetaiotaomicron]	Bacteroides thetaiotaomicron	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides							
WP_002854338.1	WP_113989288.1	54.9	0.001	820	1004	431	46	15.777	2233533	tetratricopeptide repeat protein [Flavobacterium tibetense]	Flavobacterium tibetense	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium							
WP_002854338.1	WP_095382060.1	54.5	0.001	820	464	399	47	18.546	2026304	tetratricopeptide repeat protein [Flavobacterium sp. IR1]	Flavobacterium sp. IR1	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium							
WP_002854338.1	WP_058184225.1	55.3	0.001	820	1247	449	51	15.367	371196;996925	tetratricopeptide repeat protein [Mastigocoleus testarum]	Mastigocoleus testarum	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Nostocales	Hapalosiphonaceae	Mastigocoleus								
WP_002854338.1	OCR01065.1	54.9	0.001	820	599	426	50	18.31	1880991	hypothetical protein BCD67_16955 [Oscillatoriales cyanobacterium USR001]	Oscillatoriales cyanobacterium USR001	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Oscillatoriophycideae	Oscillatoriales	unclassified Oscillatoriales	unclassified Oscillatoriales (miscellaneous)							
WP_002854338.1	WP_112593624.1	53.8	0.001	820	295	218	26	20.183	1909294	tetratricopeptide repeat protein [Rhizobiales bacterium]	Rhizobiales bacterium	cellular organisms	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	unclassified Rhizobiales	unclassified Rhizobiales (miscellaneous)									
