taxid	protein	species	1	2	3	4	5	6	7	8																									
33031	tetratricopeptide repeat protein [Peptoniphilus lacrimalis]	Peptoniphilus lacrimalis	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus																									
743722	sensor histidine kinase [Sphingobacterium sp. 21]	Sphingobacterium sp. 21	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium																								
2212469	tetratricopeptide repeat protein [Calditrichaeota bacterium]	Calditrichaeota bacterium	cellular organisms	Bacteria	Calditrichaeota	unclassified Calditrichaeota																													
2014301	hypothetical protein COY53_06010 [Elusimicrobia bacterium CG_4_10_14_0_8_um_filter_37_32]	Elusimicrobia bacterium CG_4_10_14_0_8_um_filter_37_32	cellular organisms	Bacteria	Elusimicrobia	unclassified Elusimicrobia																													
784	TPR repeat-containing protein 08 [Orientia tsutsugamushi]	Orientia tsutsugamushi	cellular organisms	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsieae	Orientia																									
502049	tetratricopeptide repeat protein [Thalassospira profundimaris]	Thalassospira profundimaris	cellular organisms	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Thalassospira																										
1255	DUF5107 domain-containing protein [Pediococcus pentosaceus]	Pediococcus pentosaceus	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus																									
5932	peptidase c14 caspase catalytic subunit p20, putative [Ichthyophthirius multifiliis]	Ichthyophthirius multifiliis	cellular organisms	Eukaryota	Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Hymenostomatida	Ophryoglenina	Ichthyophthirius																								
5932	peptidase c14 caspase catalytic subunit p20, putative [Ichthyophthirius multifiliis]	Ichthyophthirius multifiliis	cellular organisms	Eukaryota	Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Hymenostomatida	Ophryoglenina	Ichthyophthirius																								
1897003	hypothetical protein BHW20_06820 [Eubacterium sp. 41_20]	Eubacterium sp. 41_20	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium																									
2135719	DUF5107 domain-containing protein [Pedobacter sp. YR016]	Pedobacter sp. YR016	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter																								
1801605	hypothetical protein A2104_00715 [Candidatus Melainabacteria bacterium GWF2_32_7]	Candidatus Melainabacteria bacterium GWF2_32_7	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Candidatus Melainabacteria	unclassified Candidatus Melainabacteria																											
1801605	hypothetical protein A2104_00715 [Candidatus Melainabacteria bacterium GWF2_32_7]	Candidatus Melainabacteria bacterium GWF2_32_7	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Candidatus Melainabacteria	unclassified Candidatus Melainabacteria																											
3816	protein CTR9 homolog isoform X2 [Abrus precatorius]	Abrus precatorius	cellular organisms	Eukaryota	Viridiplantae	Streptophyta	Streptophytina	Embryophyta	Tracheophyta	Euphyllophyta	Spermatophyta	Magnoliopsida	Mesangiospermae	eudicotyledons	Gunneridae	Pentapetalae	rosids	fabids	Fabales	Fabaceae	Papilionoideae	50 kb inversion clade	NPAAA clade	indigoferoid/millettioid clade	Abreae	Abrus									
2292309	tetratricopeptide repeat protein [Clostridium sp. OF09-10]	Clostridium sp. OF09-10	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium																									
29511	tetratricopeptide repeat protein [Leptospira wolbachii]	Leptospira wolbachii	cellular organisms	Bacteria	Spirochaetes	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira																										
2209	tetratricopeptide repeat protein, partial [Methanosarcina mazei]	Methanosarcina mazei	cellular organisms	Archaea	Euryarchaeota	Stenosarchaea group	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina																									
2209	tetratricopeptide repeat protein, partial [Methanosarcina mazei]	Methanosarcina mazei	cellular organisms	Archaea	Euryarchaeota	Stenosarchaea group	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina																									
2209	tetratricopeptide repeat protein, partial [Methanosarcina mazei]	Methanosarcina mazei	cellular organisms	Archaea	Euryarchaeota	Stenosarchaea group	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina																									
1647413	tetratricopeptide repeat protein [Anabaena sp. WA102]	Anabaena sp. WA102	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Nostocales	Nostocaceae	Anabaena																									
2487017	tetratricopeptide repeat protein [Marinifilaceae bacterium T3-2 S1-C]	Marinifilaceae bacterium T3-2 S1-C	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Marinilabiliales	Marinifilaceae	unclassified Marinifilaceae																								
362413	tetratricopeptide repeat protein [Flavobacterium aquidurense]	Flavobacterium aquidurense	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium																								
218208	tetratricopeptide repeat protein [Desulfatibacillum aliphaticivorans]	Desulfatibacillum aliphaticivorans	cellular organisms	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfatibacillum																									
28116	tetratricopeptide repeat protein [Bacteroides ovatus]	Bacteroides ovatus	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides																								
28116	tetratricopeptide repeat protein [Bacteroides ovatus]	Bacteroides ovatus	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides																								
784	tetratricopeptide repeat protein [Orientia tsutsugamushi]	Orientia tsutsugamushi	cellular organisms	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsieae	Orientia																									
2052149	tetratricopeptide repeat protein, partial [Candidatus Aminicenantes bacterium]	Candidatus Aminicenantes bacterium	cellular organisms	Bacteria	unclassified Bacteria	Bacteria candidate phyla	Candidatus Aminicenantes	unclassified Aminicenantes																											
2052149	tetratricopeptide repeat protein, partial [Candidatus Aminicenantes bacterium]	Candidatus Aminicenantes bacterium	cellular organisms	Bacteria	unclassified Bacteria	Bacteria candidate phyla	Candidatus Aminicenantes	unclassified Aminicenantes																											
1869227	hypothetical protein DRQ16_02555 [bacterium]	bacterium	cellular organisms	Bacteria	unclassified Bacteria	unclassified Bacteria (miscellaneous)																													
125878	PREDICTED: tetratricopeptide repeat protein 6 [Nanorana parkeri]	Nanorana parkeri	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Deuterostomia	Chordata	Craniata	Vertebrata	Gnathostomata	Teleostomi	Euteleostomi	Sarcopterygii	Dipnotetrapodomorpha	Tetrapoda	Amphibia	Batrachia	Anura	Neobatrachia	Ranoidea	Dicroglossidae	Dicroglossinae	Nanorana									
1263050	uncharacterized protein BN541_02144 [Bacteroides ovatus CAG:22]	Bacteroides ovatus CAG:22	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	environmental samples																							
1263050	uncharacterized protein BN541_02144 [Bacteroides ovatus CAG:22]	Bacteroides ovatus CAG:22	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	environmental samples																							
671216	tetratricopeptide repeat protein [Peptoniphilus sp. oral taxon 836]	Peptoniphilus sp. oral taxon 836	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus																									
930802	tetratricopeptide repeat protein [Nonlabens marinus]	Nonlabens marinus	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Nonlabens																								
2024830	hypothetical protein COA48_06265 [Cycloclasticus sp.]	Cycloclasticus sp.	cellular organisms	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Cycloclasticus																										
2024830	hypothetical protein COA48_06265 [Cycloclasticus sp.]	Cycloclasticus sp.	cellular organisms	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Cycloclasticus																										
292586	tetratricopeptide repeat protein [Merismopedia glauca]	Merismopedia glauca	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Synechococcales	Merismopediaceae	Merismopedia																									
2005456	TPR domain protein [Fischerella sp. NIES-4106]	Fischerella sp. NIES-4106	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Nostocales	Hapalosiphonaceae	Fischerella																									
53326	hypothetical protein Y032_0288g1477 [Ancylostoma ceylanicum]	Ancylostoma ceylanicum	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Protostomia	Ecdysozoa	Nematoda	Chromadorea	Strongylida	Ancylostomatoidea	Ancylostomatidae	Ancylostomatinae	Ancylostoma																		
505250	tetratricopeptide repeat protein [Maribacter antarcticus]	Maribacter antarcticus	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Maribacter																								
1323422	hypothetical protein [Myroides indicus]	Myroides indicus	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Myroides																								
36839	tetratricopeptide repeat protein [Clostridium felsineum]	Clostridium felsineum	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium																									
1277351	tetratricopeptide repeat protein [Methanospirillum stamsii]	Methanospirillum stamsii	cellular organisms	Archaea	Euryarchaeota	Stenosarchaea group	Methanomicrobia	Methanomicrobiales	Methanospirillaceae	Methanospirillum																									
2052149	hypothetical protein C0168_05800 [Candidatus Aminicenantes bacterium]	Candidatus Aminicenantes bacterium	cellular organisms	Bacteria	unclassified Bacteria	Bacteria candidate phyla	Candidatus Aminicenantes	unclassified Aminicenantes																											
2052149	hypothetical protein C0168_05800 [Candidatus Aminicenantes bacterium]	Candidatus Aminicenantes bacterium	cellular organisms	Bacteria	unclassified Bacteria	Bacteria candidate phyla	Candidatus Aminicenantes	unclassified Aminicenantes																											
1229153	tetratricopeptide repeat protein [Oceanobacillus arenosus]	Oceanobacillus arenosus	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Bacilli	Bacillales	Bacillaceae	Oceanobacillus																									
2012999	hypothetical protein CEE39_09185 [bacterium (candidate division B38) B3_B38]	bacterium (candidate division B38) B3_B38	cellular organisms	Bacteria	unclassified Bacteria	unclassified Bacteria (miscellaneous)																													
1703256	AAA family ATPase [Pseudoalteromonas gelatinilytica]	Pseudoalteromonas gelatinilytica	cellular organisms	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas																										
2133949	hypothetical protein DCO95_15570 [Roseivirga sp. XM-24bin3]	Roseivirga sp. XM-24bin3	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Roseivirga																								
2133949	hypothetical protein DCO95_15570 [Roseivirga sp. XM-24bin3]	Roseivirga sp. XM-24bin3	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Roseivirga																								
221287	tetratricopeptide repeat protein [Mastigocladopsis repens]	Mastigocladopsis repens	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Nostocales	Symphyonemataceae	Mastigocladopsis																									
173	tetratricopeptide repeat protein [Leptospira interrogans]	Leptospira interrogans	cellular organisms	Bacteria	Spirochaetes	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira																										
1803438	hypothetical protein AUF67_08185 [Acidobacteria bacterium 13_1_20CM_58_21]	Acidobacteria bacterium 13_1_20CM_58_21	cellular organisms	Bacteria	Acidobacteria	unclassified Acidobacteria	unclassified Acidobacteria (miscellaneous)																												
42345	probable UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase SPINDLY [Phoenix dactylifera]	Phoenix dactylifera	cellular organisms	Eukaryota	Viridiplantae	Streptophyta	Streptophytina	Embryophyta	Tracheophyta	Euphyllophyta	Spermatophyta	Magnoliopsida	Mesangiospermae	Liliopsida	Petrosaviidae	commelinids	Arecales	Arecaceae	Coryphoideae	Phoeniceae	Phoenix														
1775430	tetratricopeptide repeat protein [Flammeovirga sp. SJP92]	Flammeovirga sp. SJP92	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Flammeovirga																								
93172	tetratricopeptide repeat protein [Candidatus Entotheonella palauensis]	Candidatus Entotheonella palauensis	cellular organisms	Bacteria	Nitrospinae/Tectomicrobia group	Candidatus Tectomicrobia	Candidatus Entotheonella																												
1919137	hypothetical protein BRC50_11030, partial [Cyanobacteria bacterium SW_11_48_12]	Cyanobacteria bacterium SW_11_48_12	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	unclassified Cyanobacteria	unclassified Cyanobacteria (miscellaneous)																										
2026799	tetratricopeptide repeat protein, partial [Verrucomicrobia bacterium]	Verrucomicrobia bacterium	cellular organisms	Bacteria	PVC group	Verrucomicrobia	unclassified Verrucomicrobia	unclassified Verrucomicrobia (miscellaneous)																											
1978231	hypothetical protein DMG23_06020 [Acidobacteria bacterium]	Acidobacteria bacterium	cellular organisms	Bacteria	Acidobacteria	unclassified Acidobacteria	unclassified Acidobacteria (miscellaneous)																												
371601	Tetratricopeptide repeat-containing protein [Bacteroides xylanisolvens]	Bacteroides xylanisolvens	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides																								
371601	Tetratricopeptide repeat-containing protein [Bacteroides xylanisolvens]	Bacteroides xylanisolvens	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides																								
1337936	tetratricopeptide repeat protein [Calothrix sp. 336/3]	Calothrix sp. 336/3	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Nostocales	Rivulariaceae	Calothrix																									
1892405	hypothetical protein [Fortiea contorta]	Fortiea contorta	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Nostocales	Fortieaceae	Fortiea																									
431895	hypothetical protein [Monosiga brevicollis MX1]	Monosiga brevicollis MX1	cellular organisms	Eukaryota	Opisthokonta	Choanoflagellida	Craspedida	Salpingoecidae	Monosiga	Monosiga brevicollis																									
2490863	hypothetical protein KTC_08310 [Thermosporothrix sp. COM3]	Thermosporothrix sp. COM3	cellular organisms	Bacteria	Terrabacteria group	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Thermosporotrichaceae	Thermosporothrix																									
1465823	PEP-CTERM system TPR-repeat protein PrsT [Noviherbaspirillum massiliense]	Noviherbaspirillum massiliense	cellular organisms	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Noviherbaspirillum																										
2026799	hypothetical protein DME43_06180 [Verrucomicrobia bacterium]	Verrucomicrobia bacterium	cellular organisms	Bacteria	PVC group	Verrucomicrobia	unclassified Verrucomicrobia	unclassified Verrucomicrobia (miscellaneous)																											
583346	hypothetical protein CKR_2934 [Clostridium kluyveri NBRC 12016]	Clostridium kluyveri NBRC 12016	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium kluyveri																								
28112	tetratricopeptide repeat protein [Tannerella forsythia]	Tannerella forsythia	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Tannerella																								
28112	tetratricopeptide repeat protein [Tannerella forsythia]	Tannerella forsythia	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Tannerella																								
5693	hypothetical protein TCSYLVIO_003330 [Trypanosoma cruzi]	Trypanosoma cruzi	cellular organisms	Eukaryota	Euglenozoa	Kinetoplastida	Trypanosomatidae	Trypanosoma	Schizotrypanum																										
30522	tetratricopeptide repeat protein 6 [Bos indicus x Bos taurus]	Bos indicus x Bos taurus	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Deuterostomia	Chordata	Craniata	Vertebrata	Gnathostomata	Teleostomi	Euteleostomi	Sarcopterygii	Dipnotetrapodomorpha	Tetrapoda	Amniota	Mammalia	Theria	Eutheria	Boreoeutheria	Laurasiatheria	Cetartiodactyla	Ruminantia	Pecora	Bovidae	Bovinae	Bos					
28116	tetratricopeptide repeat protein [Bacteroides ovatus]	Bacteroides ovatus	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides																								
28116	tetratricopeptide repeat protein [Bacteroides ovatus]	Bacteroides ovatus	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides																								
469590	tetratricopeptide repeat protein [Bacteroides sp. 2_2_4]	Bacteroides sp. 2_2_4	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides																								
469590	tetratricopeptide repeat protein [Bacteroides sp. 2_2_4]	Bacteroides sp. 2_2_4	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides																								
2575443	tetratricopeptide repeat protein [Nostoc sp. PA-18-2419]	Nostoc sp. PA-18-2419	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Nostocales	Nostocaceae	Nostoc																									
1027249	tetratricopeptide repeat protein [Gracilibacillus kekensis]	Gracilibacillus kekensis	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Bacilli	Bacillales	Bacillaceae	Gracilibacillus																									
174	tetratricopeptide repeat protein [Leptospira borgpetersenii]	Leptospira borgpetersenii	cellular organisms	Bacteria	Spirochaetes	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira																										
29357	tetratricopeptide repeat protein [Clostridium collagenovorans]	Clostridium collagenovorans	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium																									
2518363	tetratricopeptide repeat protein [Phormidium sp. SL48-SHIP]	Phormidium sp. SL48-SHIP	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Oscillatoriophycideae	Oscillatoriales	Oscillatoriaceae	Phormidium																								
1703428	hypothetical protein AMJ92_06010 [candidate division Zixibacteria bacterium SM23_81]	candidate division Zixibacteria bacterium SM23_81	cellular organisms	Bacteria	FCB group	candidate division Zixibacteria																													
1801984	hypothetical protein A3G17_02410 [Planctomycetes bacterium RIFCSPLOWO2_12_FULL_50_35]	Planctomycetes bacterium RIFCSPLOWO2_12_FULL_50_35	cellular organisms	Bacteria	PVC group	Planctomycetes	unclassified Planctomycetes																												
2026735	hypothetical protein DRH20_02690 [Deltaproteobacteria bacterium]	Deltaproteobacteria bacterium	cellular organisms	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	unclassified Deltaproteobacteria	unclassified Deltaproteobacteria (miscellaneous)																										
224012	tetratricopeptide repeat protein [Nostoc piscinale]	Nostoc piscinale	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Nostocales	Nostocaceae	Nostoc																									
28237	tetratricopeptide repeat protein [Petrotoga miotherma]	Petrotoga miotherma	cellular organisms	Bacteria	Thermotogae	Thermotogae	Petrotogales	Petrotogaceae	Petrotoga																										
3818	hypothetical protein Ahy_B03g065430 isoform A [Arachis hypogaea]	Arachis hypogaea	cellular organisms	Eukaryota	Viridiplantae	Streptophyta	Streptophytina	Embryophyta	Tracheophyta	Euphyllophyta	Spermatophyta	Magnoliopsida	Mesangiospermae	eudicotyledons	Gunneridae	Pentapetalae	rosids	fabids	Fabales	Fabaceae	Papilionoideae	50 kb inversion clade	dalbergioids sensu lato	Dalbergieae	Pterocarpus clade	Arachis									
9915	PREDICTED: tetratricopeptide repeat protein 6 [Bos indicus]	Bos indicus	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Deuterostomia	Chordata	Craniata	Vertebrata	Gnathostomata	Teleostomi	Euteleostomi	Sarcopterygii	Dipnotetrapodomorpha	Tetrapoda	Amniota	Mammalia	Theria	Eutheria	Boreoeutheria	Laurasiatheria	Cetartiodactyla	Ruminantia	Pecora	Bovidae	Bovinae	Bos					
1869212	tetratricopeptide repeat protein [Chitinophagaceae bacterium]	Chitinophagaceae bacterium	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	unclassified Chitinophagaceae																								
1703771	hypothetical protein AMJ40_05755 [candidate division TA06 bacterium DG_26]	candidate division TA06 bacterium DG_26	cellular organisms	Bacteria	unclassified Bacteria	Bacteria candidate phyla	candidate division TA06																												
1841855	tetratricopeptide repeat protein [Bacteroides bouchesdurhonensis]	Bacteroides bouchesdurhonensis	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides																								
79200	PREDICTED: probable UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase SPINDLY isoform X1 [Daucus carota subsp. sativus]	Daucus carota subsp. sativus	cellular organisms	Eukaryota	Viridiplantae	Streptophyta	Streptophytina	Embryophyta	Tracheophyta	Euphyllophyta	Spermatophyta	Magnoliopsida	Mesangiospermae	eudicotyledons	Gunneridae	Pentapetalae	asterids	campanulids	Apiales	Apiineae	Apiaceae	Apioideae	Scandiceae	Daucinae	Daucus	Daucus sect. Daucus	Daucus carota								
8839	Bardet-Biedl syndrome 4 protein isoform X1 [Anas platyrhynchos]	Anas platyrhynchos	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Deuterostomia	Chordata	Craniata	Vertebrata	Gnathostomata	Teleostomi	Euteleostomi	Sarcopterygii	Dipnotetrapodomorpha	Tetrapoda	Amniota	Sauropsida	Sauria	Archelosauria	Archosauria	Dinosauria	Saurischia	Theropoda	Coelurosauria	Aves	Neognathae	Galloanserae	Anseriformes	Anatidae	Anatinae	Anas	
28112	tetratricopeptide repeat protein [Tannerella forsythia]	Tannerella forsythia	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Tannerella																								
2013829	hypothetical protein CVV41_15320 [Candidatus Riflebacteria bacterium HGW-Riflebacteria-1]	Candidatus Riflebacteria bacterium HGW-Riflebacteria-1	cellular organisms	Bacteria	unclassified Bacteria	Bacteria candidate phyla	Candidatus Riflebacteria																												
657326	tetratricopeptide repeat protein [Flavobacterium beibuense]	Flavobacterium beibuense	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium																								
259354	tetratricopeptide repeat protein [Desulfatibacillum alkenivorans]	Desulfatibacillum alkenivorans	cellular organisms	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfatibacillum																									
570835	tetratricopeptide repeat protein [Edaphobacter aggregans]	Edaphobacter aggregans	cellular organisms	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Edaphobacter																										
1551	tetratricopeptide repeat protein [Clostridium aurantibutyricum]	Clostridium aurantibutyricum	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium																									
84029	tetratricopeptide repeat protein [Clostridium roseum]	Clostridium roseum	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium																									
53326	hypothetical protein Y032_0288g1477 [Ancylostoma ceylanicum]	Ancylostoma ceylanicum	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Protostomia	Ecdysozoa	Nematoda	Chromadorea	Strongylida	Ancylostomatoidea	Ancylostomatidae	Ancylostomatinae	Ancylostoma																		
1401070	hypothetical protein HMPREF2134_02905 [Peptoniphilus lacrimalis DNF00528]	Peptoniphilus lacrimalis DNF00528	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	Peptoniphilus lacrimalis																								
39491	tetratricopeptide repeat protein [[Eubacterium] rectale]	[Eubacterium] rectale	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified Lachnospiraceae																									
421	putative PEP-CTERM system TPR-repeat lipoprotein [Methylomonas methanica]	Methylomonas methanica	cellular organisms	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylomonas																										
84377	tetratricopeptide repeat protein [Brachyspira intermedia]	Brachyspira intermedia	cellular organisms	Bacteria	Spirochaetes	Spirochaetia	Brachyspirales	Brachyspiraceae	Brachyspira																										
816	MULTISPECIES: tetratricopeptide repeat protein [Bacteroides]	Bacteroides	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae																									
816	MULTISPECIES: tetratricopeptide repeat protein [Bacteroides]	Bacteroides	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae																									
113540	protein O-mannosyl-transferase TMTC2-like isoform X2 [Scleropages formosus]	Scleropages formosus	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Deuterostomia	Chordata	Craniata	Vertebrata	Gnathostomata	Teleostomi	Euteleostomi	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Osteoglossocephalai	Osteoglossocephala	Osteoglossomorpha	Osteoglossiformes	Osteoglossidae	Scleropages										
84379	tetratricopeptide repeat protein [Brachyspira alvinipulli]	Brachyspira alvinipulli	cellular organisms	Bacteria	Spirochaetes	Spirochaetia	Brachyspirales	Brachyspiraceae	Brachyspira																										
