taxid	protein	species	1	2	3	4	5	6	7	8																											
1313421	tetratricopeptide repeat protein [Aureispira sp. CCB-QB1]	Aureispira sp. CCB-QB1	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Saprospiria	Saprospirales	Saprospiraceae	Aureispira																										
1267533	tetratricopeptide repeat protein [Acidobacteriaceae bacterium KBS 83]	Acidobacteriaceae bacterium KBS 83	cellular organisms	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	unclassified Acidobacteriaceae																												
1627895	tetratricopeptide repeat protein [Hypnocyclicus thermotrophus]	Hypnocyclicus thermotrophus	cellular organisms	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Hypnocyclicus																												
2026780	hypothetical protein COA79_17370 [Planctomycetes bacterium]	Planctomycetes bacterium	cellular organisms	Bacteria	PVC group	Planctomycetes	unclassified Planctomycetes																														
9598	intraflagellar transport protein 88 homolog isoform X10 [Pan troglodytes]	Pan troglodytes	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Deuterostomia	Chordata	Craniata	Vertebrata	Gnathostomata	Teleostomi	Euteleostomi	Sarcopterygii	Dipnotetrapodomorpha	Tetrapoda	Amniota	Mammalia	Theria	Eutheria	Boreoeutheria	Euarchontoglires	Primates	Haplorrhini	Simiiformes	Catarrhini	Hominoidea	Hominidae	Homininae	Pan					
1151	tetratricopeptide repeat protein [Oscillatoriales cyanobacterium]	Oscillatoriales cyanobacterium	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Oscillatoriophycideae	Oscillatoriales	unclassified Oscillatoriales	unclassified Oscillatoriales (miscellaneous)																										
1898104	hypothetical protein CSA96_00555 [Bacteroidetes bacterium]	Bacteroidetes bacterium	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	unclassified Bacteroidetes	unclassified Bacteroidetes (miscellaneous)																												
415425	tetratricopeptide repeat protein [Flavobacterium terrae]	Flavobacterium terrae	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium																										
1904441	hypothetical protein CML39_08195 [Rhodobacteraceae bacterium]	Rhodobacteraceae bacterium	cellular organisms	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	unclassified Rhodobacteraceae																												
1869227	hypothetical protein DRQ23_07180, partial [bacterium]	bacterium	cellular organisms	Bacteria	unclassified Bacteria	unclassified Bacteria (miscellaneous)																															
2419984	tetratricopeptide repeat protein [Candidatus Schekmanbacteria bacterium]	Candidatus Schekmanbacteria bacterium	cellular organisms	Bacteria	unclassified Bacteria	Bacteria candidate phyla	Candidatus Schekmanbacteria																														
2570351	tetratricopeptide repeat protein [Marinobacter sp. LZ-8]	Marinobacter sp. LZ-8	cellular organisms	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Marinobacter																												
1978231	hypothetical protein DMG93_04325 [Acidobacteria bacterium]	Acidobacteria bacterium	cellular organisms	Bacteria	Acidobacteria	unclassified Acidobacteria	unclassified Acidobacteria (miscellaneous)																														
1978231	hypothetical protein DMG57_29585 [Acidobacteria bacterium]	Acidobacteria bacterium	cellular organisms	Bacteria	Acidobacteria	unclassified Acidobacteria	unclassified Acidobacteria (miscellaneous)																														
9601	intraflagellar transport protein 88 homolog isoform X3 [Pongo abelii]	Pongo abelii	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Deuterostomia	Chordata	Craniata	Vertebrata	Gnathostomata	Teleostomi	Euteleostomi	Sarcopterygii	Dipnotetrapodomorpha	Tetrapoda	Amniota	Mammalia	Theria	Eutheria	Boreoeutheria	Euarchontoglires	Primates	Haplorrhini	Simiiformes	Catarrhini	Hominoidea	Hominidae	Ponginae	Pongo					
2023178	tetratricopeptide repeat protein [Leptospira levettii]	Leptospira levettii	cellular organisms	Bacteria	Spirochaetes	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira																												
9704	intraflagellar transport protein 88 homolog isoform X2 [Zalophus californianus]	Zalophus californianus	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Deuterostomia	Chordata	Craniata	Vertebrata	Gnathostomata	Teleostomi	Euteleostomi	Sarcopterygii	Dipnotetrapodomorpha	Tetrapoda	Amniota	Mammalia	Theria	Eutheria	Boreoeutheria	Laurasiatheria	Carnivora	Caniformia	Otariidae	Zalophus									
1720309	Nephrocystin-3 [Exaiptasia pallida]	Exaiptasia pallida	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Cnidaria	Anthozoa	Hexacorallia	Actiniaria	Aiptasiidae	Exaiptasia																								
3816	probable UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase SEC isoform X1 [Abrus precatorius]	Abrus precatorius	cellular organisms	Eukaryota	Viridiplantae	Streptophyta	Streptophytina	Embryophyta	Tracheophyta	Euphyllophyta	Spermatophyta	Magnoliopsida	Mesangiospermae	eudicotyledons	Gunneridae	Pentapetalae	rosids	fabids	Fabales	Fabaceae	Papilionoideae	50 kb inversion clade	NPAAA clade	indigoferoid/millettioid clade	Abreae	Abrus											
1332069	cell division protein CpoB [Pantoea sp. AS-PWVM4]	Pantoea sp. AS-PWVM4	cellular organisms	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea																												
1849047	hypothetical protein BP6252_10700 [Coleophoma cylindrospora]	Coleophoma cylindrospora	cellular organisms	Eukaryota	Opisthokonta	Fungi	Dikarya	Ascomycota	saccharomyceta	Pezizomycotina	leotiomyceta	sordariomyceta	Leotiomycetes	Helotiales	Helotiales incertae sedis	Coleophoma																					
1871047	hypothetical protein DI529_08015 [Chryseobacterium sp.]	Chryseobacterium sp.	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Chryseobacterium																										
301	tetratricopeptide repeat protein [Pseudomonas oleovorans]	Pseudomonas oleovorans	cellular organisms	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa group	Pseudomonas oleovorans/pseudoalcaligenes group																										
671068	Tetratricopeptide TPR_2 repeat protein [Planktothrix serta PCC 8927]	Planktothrix serta PCC 8927	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Oscillatoriophycideae	Oscillatoriales	Microcoleaceae	Planktothrix	Planktothrix serta																									
8897	Tetratricopeptide repeat protein 28, partial [Chaetura pelagica]	Chaetura pelagica	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Deuterostomia	Chordata	Craniata	Vertebrata	Gnathostomata	Teleostomi	Euteleostomi	Sarcopterygii	Dipnotetrapodomorpha	Tetrapoda	Amniota	Sauropsida	Sauria	Archelosauria	Archosauria	Dinosauria	Saurischia	Theropoda	Coelurosauria	Aves	Neognathae	Apodiformes	Apodidae	Chaetura					
1578	MULTISPECIES: tetratricopeptide repeat protein [Lactobacillus]	Lactobacillus	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae																												
124	tetratricopeptide repeat protein [Blastopirellula marina]	Blastopirellula marina	cellular organisms	Bacteria	PVC group	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Blastopirellula																											
1962857	hypothetical protein C0173_09110 [Desulfurella sp.]	Desulfurella sp.	cellular organisms	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	Desulfurella																											
1869227	tetratricopeptide repeat protein [bacterium]	bacterium	cellular organisms	Bacteria	unclassified Bacteria	unclassified Bacteria (miscellaneous)																															
54374	PREDICTED: tetratricopeptide repeat protein 28, partial [Mesitornis unicolor]	Mesitornis unicolor	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Deuterostomia	Chordata	Craniata	Vertebrata	Gnathostomata	Teleostomi	Euteleostomi	Sarcopterygii	Dipnotetrapodomorpha	Tetrapoda	Amniota	Sauropsida	Sauria	Archelosauria	Archosauria	Dinosauria	Saurischia	Theropoda	Coelurosauria	Aves	Neognathae	Gruiformes	Mesitornithidae	Mesitornis					
1151	serine/threonine-protein kinase [Oscillatoriales cyanobacterium]	Oscillatoriales cyanobacterium	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Oscillatoriophycideae	Oscillatoriales	unclassified Oscillatoriales	unclassified Oscillatoriales (miscellaneous)																										
279965	LOW QUALITY PROTEIN: tetratricopeptide repeat protein 21B, partial [Antrostomus carolinensis]	Antrostomus carolinensis	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Deuterostomia	Chordata	Craniata	Vertebrata	Gnathostomata	Teleostomi	Euteleostomi	Sarcopterygii	Dipnotetrapodomorpha	Tetrapoda	Amniota	Sauropsida	Sauria	Archelosauria	Archosauria	Dinosauria	Saurischia	Theropoda	Coelurosauria	Aves	Neognathae	Caprimulgiformes	Caprimulgidae	Antrostomus					
1982327	hypothetical protein B9S31_04365 [Spartobacteria bacterium Tous-C9RFEB]	Spartobacteria bacterium Tous-C9RFEB	cellular organisms	Bacteria	PVC group	Verrucomicrobia	Spartobacteria	unclassified Spartobacteria																													
1913988	tetratricopeptide repeat protein [Alphaproteobacteria bacterium]	Alphaproteobacteria bacterium	cellular organisms	Bacteria	Proteobacteria	Alphaproteobacteria	unclassified Alphaproteobacteria	unclassified Alphaproteobacteria (miscellaneous)																													
1974002	hypothetical protein CO022_06245 [Flavobacteriales bacterium CG_4_9_14_0_2_um_filter_32_27]	Flavobacteriales bacterium CG_4_9_14_0_2_um_filter_32_27	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	unclassified Flavobacteriales	unclassified Flavobacteriales (miscellaneous)																										
1151	tetratricopeptide repeat protein, partial [Oscillatoriales cyanobacterium]	Oscillatoriales cyanobacterium	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Oscillatoriophycideae	Oscillatoriales	unclassified Oscillatoriales	unclassified Oscillatoriales (miscellaneous)																										
2135618	signal transduction histidine kinase [Muricauda sp. ARW7G5W]	Muricauda sp. ARW7G5W	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Muricauda																										
1898112	tetratricopeptide repeat protein [Rhodospirillaceae bacterium]	Rhodospirillaceae bacterium	cellular organisms	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	unclassified Rhodospirillaceae																												
1978231	hypothetical protein DMG15_05885, partial [Acidobacteria bacterium]	Acidobacteria bacterium	cellular organisms	Bacteria	Acidobacteria	unclassified Acidobacteria	unclassified Acidobacteria (miscellaneous)																														
139	tetratricopeptide repeat protein [Borreliella burgdorferi]	Borreliella burgdorferi	cellular organisms	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	Borreliella																												
1284222	hypothetical protein SCALIN_C27_0105 [Candiadtus Scalindua japonica]	Candiadtus Scalindua japonica	cellular organisms	Bacteria	PVC group	Planctomycetes	Candidatus Brocadiae	Candidatus Brocadiales	Candidatus Brocadiaceae	Candidatus Scalindua																											
1735328	hypothetical protein APR56_01580 [Methanosaeta sp. SDB]	Methanosaeta sp. SDB	cellular organisms	Archaea	Euryarchaeota	Stenosarchaea group	Methanomicrobia	Methanosarcinales	Methanosaetaceae	Methanothrix																											
2026799	hypothetical protein DME55_08970 [Verrucomicrobia bacterium]	Verrucomicrobia bacterium	cellular organisms	Bacteria	PVC group	Verrucomicrobia	unclassified Verrucomicrobia	unclassified Verrucomicrobia (miscellaneous)																													
28095	tetratricopeptide repeat protein [Burkholderia gladioli]	Burkholderia gladioli	cellular organisms	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia																												
381802	tetratricopeptide repeat protein [Brachyspira suanatina]	Brachyspira suanatina	cellular organisms	Bacteria	Spirochaetes	Spirochaetia	Brachyspirales	Brachyspiraceae	Brachyspira																												
2029981	tetratricopeptide repeat protein [Hymenobacter rubripertinctus]	Hymenobacter rubripertinctus	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Cytophagia	Cytophagales	Hymenobacteraceae	Hymenobacter																										
1975527	hypothetical protein COV37_01970, partial [Bdellovibrio sp. CG11_big_fil_rev_8_21_14_0_20_39_38]	Bdellovibrio sp. CG11_big_fil_rev_8_21_14_0_20_39_38	cellular organisms	Bacteria	Proteobacteria	Oligoflexia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio																												
1419482	tetratricopeptide repeat protein [Chitinophaga jiangningensis]	Chitinophaga jiangningensis	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Chitinophaga																										
69223	cell division protein CpoB [Dickeya paradisiaca]	Dickeya paradisiaca	cellular organisms	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	Dickeya																												
9606	protein O-mannosyl-transferase TMTC3 isoform 1 [Homo sapiens]	Homo sapiens	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Deuterostomia	Chordata	Craniata	Vertebrata	Gnathostomata	Teleostomi	Euteleostomi	Sarcopterygii	Dipnotetrapodomorpha	Tetrapoda	Amniota	Mammalia	Theria	Eutheria	Boreoeutheria	Euarchontoglires	Primates	Haplorrhini	Simiiformes	Catarrhini	Hominoidea	Hominidae	Homininae	Homo					
1920129	outer membrane protein assembly factor BamD [Sphingomonas sp. S-NIH.Pt15_0812]	Sphingomonas sp. S-NIH.Pt15_0812	cellular organisms	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas																												
2267264	tetratricopeptide repeat protein [Alteromonas sp. RKMC-009]	Alteromonas sp. RKMC-009	cellular organisms	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas																												
2212469	tetratricopeptide repeat protein, partial [Calditrichaeota bacterium]	Calditrichaeota bacterium	cellular organisms	Bacteria	Calditrichaeota	unclassified Calditrichaeota																															
1262786	tetratricopeptide repeat protein [Clostridium sp. CAG:264]	Clostridium sp. CAG:264	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	environmental samples																										
1704024	hypothetical protein AMK70_01390 [Nitrospira bacterium SG8_35_1]	Nitrospira bacterium SG8_35_1	cellular organisms	Bacteria	Nitrospirae	Nitrospira	unclassified Nitrospira																														
418008	tetratricopeptide repeat protein [Methanosarcina horonobensis]	Methanosarcina horonobensis	cellular organisms	Archaea	Euryarchaeota	Stenosarchaea group	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina																											
323412	tetratricopeptide repeat protein [Aquimarina brevivitae]	Aquimarina brevivitae	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Aquimarina																										
1151	tetratricopeptide repeat protein [Oscillatoriales cyanobacterium]	Oscillatoriales cyanobacterium	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Oscillatoriophycideae	Oscillatoriales	unclassified Oscillatoriales	unclassified Oscillatoriales (miscellaneous)																										
1173024	serine/threonine-protein kinase [Fischerella sp. PCC 9605]	Fischerella sp. PCC 9605	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Nostocales	Hapalosiphonaceae	Fischerella																											
1895841	hypothetical protein BGO55_10125 [Sphingobacteriales bacterium 50-39]	Sphingobacteriales bacterium 50-39	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	unclassified Sphingobacteriales	unclassified Sphingobacteriales (miscellaneous)																										
59895	putative pentatricopeptide repeat-containing protein At1g31840 [Cynara cardunculus var. scolymus]	Cynara cardunculus var. scolymus	cellular organisms	Eukaryota	Viridiplantae	Streptophyta	Streptophytina	Embryophyta	Tracheophyta	Euphyllophyta	Spermatophyta	Magnoliopsida	Mesangiospermae	eudicotyledons	Gunneridae	Pentapetalae	asterids	campanulids	Asterales	Asteraceae	Carduoideae	Cardueae	Carduinae	Cynara	Cynara cardunculus	Cynara cardunculus subsp. cardunculus											
1797929	hypothetical protein A2X31_11215 [Elusimicrobia bacterium GWB2_63_22]	Elusimicrobia bacterium GWB2_63_22	cellular organisms	Bacteria	Elusimicrobia	unclassified Elusimicrobia																															
300	tetratricopeptide repeat protein [Pseudomonas mendocina]	Pseudomonas mendocina	cellular organisms	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa group																											
55197	tetratricopeptide repeat protein [Flavobacterium branchiophilum]	Flavobacterium branchiophilum	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium																										
1968598	lipopolysaccharide assembly protein LapB [gamma proteobacterium symbiont of Ctena orbiculata]	gamma proteobacterium symbiont of Ctena orbiculata	cellular organisms	Bacteria	Proteobacteria	Gammaproteobacteria	unclassified Gammaproteobacteria	unclassified Gammaproteobacteria (miscellaneous)																													
1881054	tetratricopeptide repeat protein [Nitrosomonas sp. Nm166]	Nitrosomonas sp. Nm166	cellular organisms	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Nitrosomonas																												
987	tetratricopeptide repeat protein [Aquimarina latercula]	Aquimarina latercula	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Aquimarina																										
53335	MULTISPECIES: cell division protein CpoB [Pantoea]	Pantoea	cellular organisms	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae																													
1797374	hypothetical protein A2491_06360 [Bacteroidetes bacterium RIFOXYC12_FULL_35_7]	Bacteroidetes bacterium RIFOXYC12_FULL_35_7	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	unclassified Bacteroidetes	unclassified Bacteroidetes (miscellaneous)																												
400727	hypothetical protein C0Q70_02893 [Pomacea canaliculata]	Pomacea canaliculata	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Protostomia	Lophotrochozoa	Mollusca	Gastropoda	Caenogastropoda	Architaenioglossa	Ampullarioidea	Ampullariidae	Pomacea																				
1151	serine/threonine-protein kinase [Oscillatoriales cyanobacterium]	Oscillatoriales cyanobacterium	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Oscillatoriophycideae	Oscillatoriales	unclassified Oscillatoriales	unclassified Oscillatoriales (miscellaneous)																										
1151	serine/threonine-protein kinase [Oscillatoriales cyanobacterium]	Oscillatoriales cyanobacterium	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Oscillatoriophycideae	Oscillatoriales	unclassified Oscillatoriales	unclassified Oscillatoriales (miscellaneous)																										
172901	tetratricopeptide repeat protein [Victivallis vadensis]	Victivallis vadensis	cellular organisms	Bacteria	PVC group	Lentisphaerae	Lentisphaeria	Victivallales	Victivallaceae	Victivallis																											
1817756	hypothetical protein A2140_09770 [Candidatus Muproteobacteria bacterium RBG_16_62_13]	Candidatus Muproteobacteria bacterium RBG_16_62_13	cellular organisms	Bacteria	Proteobacteria	Candidatus Muproteobacteria																															
28095	tetratricopeptide repeat protein [Burkholderia gladioli]	Burkholderia gladioli	cellular organisms	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia																												
9606	intraflagellar transport 88 homolog (Chlamydomonas), isoform CRA_g [Homo sapiens]	Homo sapiens	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Deuterostomia	Chordata	Craniata	Vertebrata	Gnathostomata	Teleostomi	Euteleostomi	Sarcopterygii	Dipnotetrapodomorpha	Tetrapoda	Amniota	Mammalia	Theria	Eutheria	Boreoeutheria	Euarchontoglires	Primates	Haplorrhini	Simiiformes	Catarrhini	Hominoidea	Hominidae	Homininae	Homo					
244447	intraflagellar transport protein 88 homolog isoform X1 [Cynoglossus semilaevis]	Cynoglossus semilaevis	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Deuterostomia	Chordata	Craniata	Vertebrata	Gnathostomata	Teleostomi	Euteleostomi	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Osteoglossocephalai	Clupeocephala	Euteleosteomorpha	Neoteleostei	Eurypterygia	Ctenosquamata	Acanthomorphata	Euacanthomorphacea	Percomorphaceae	Carangaria	Pleuronectiformes	Pleuronectoidei	Cynoglossidae	Cynoglossinae	Cynoglossus			
1797372	hypothetical protein A2309_11865 [Bacteroidetes bacterium RIFOXYB2_FULL_35_7]	Bacteroidetes bacterium RIFOXYB2_FULL_35_7	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	unclassified Bacteroidetes	unclassified Bacteroidetes (miscellaneous)																												
2015558	hypothetical protein CFE24_12700 [Flavobacterium sp. BFFFF2]	Flavobacterium sp. BFFFF2	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium																										
1705409	lipoprotein NlpI [Arc I group archaeon U1lsi0528_Bin055]	Arc I group archaeon U1lsi0528_Bin055	cellular organisms	Archaea	Euryarchaeota	Stenosarchaea group	Methanomicrobia	unclassified Methanomicrobia	Arc I group																												
959	tetratricopeptide repeat protein [Bdellovibrio bacteriovorus]	Bdellovibrio bacteriovorus	cellular organisms	Bacteria	Proteobacteria	Oligoflexia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio																												
1619897	Outer membrane protein assembly factor BamD [Bacteroidetes bacterium OLB12]	Bacteroidetes bacterium OLB12	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	unclassified Bacteroidetes	unclassified Bacteroidetes (miscellaneous)																												
2419984	tetratricopeptide repeat protein [Candidatus Schekmanbacteria bacterium]	Candidatus Schekmanbacteria bacterium	cellular organisms	Bacteria	unclassified Bacteria	Bacteria candidate phyla	Candidatus Schekmanbacteria																														
1970783	hypothetical protein B6D55_03040 [Candidatus Omnitrophica bacterium 4484_70.2]	Candidatus Omnitrophica bacterium 4484_70.2	cellular organisms	Bacteria	PVC group	Candidatus Omnitrophica	unclassified Candidatus Omnitrophica																														
880071	tetratricopeptide repeat protein [Bernardetia litoralis DSM 6794]	Bernardetia litoralis DSM 6794	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Cytophagia	Cytophagales	Bernardetiaceae	Bernardetia	Bernardetia litoralis																									
2528828	tetratricopeptide repeat protein [bacterium (Candidatus Stahlbacteria)]	bacterium (Candidatus Stahlbacteria)	cellular organisms	Bacteria	unclassified Bacteria	unclassified Bacteria (miscellaneous)																															
1807358	serine/threonine-protein kinase [Stanieria sp. NIES-3757]	Stanieria sp. NIES-3757	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Pleurocapsales	Dermocarpellaceae	Stanieria																											
1811704	Tetratricopeptide repeat protein [Syntrophorhabdus sp. PtaU1.Bin058]	Syntrophorhabdus sp. PtaU1.Bin058	cellular organisms	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	Syntrophobacterales	Syntrophorhabdaceae	Syntrophorhabdus																											
2026735	hypothetical protein DRH34_01680 [Deltaproteobacteria bacterium]	Deltaproteobacteria bacterium	cellular organisms	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	unclassified Deltaproteobacteria	unclassified Deltaproteobacteria (miscellaneous)																												
570835	tetratricopeptide repeat protein [Edaphobacter aggregans]	Edaphobacter aggregans	cellular organisms	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Edaphobacter																												
43662	tol-pal system protein YbgF [Pseudoalteromonas piscicida]	Pseudoalteromonas piscicida	cellular organisms	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas																												
1783499	tetratricopeptide repeat protein [Rufibacter ruber]	Rufibacter ruber	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Cytophagia	Cytophagales	Hymenobacteraceae	Rufibacter																										
212354	tetratricopeptide repeat protein [Nostoc calcicola]	Nostoc calcicola	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Nostocales	Nostocaceae	Nostoc																											
59823	hypothetical protein D8B52_02115, partial [Prevotella sp.]	Prevotella sp.	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella																										
1802189	hypothetical protein A2014_01635 [Spirochaetes bacterium GWF1_49_6]	Spirochaetes bacterium GWF1_49_6	cellular organisms	Bacteria	Spirochaetes	unclassified Spirochaetes																															
361111	tetratricopeptide repeat protein [Desulfoglaeba alkanexedens]	Desulfoglaeba alkanexedens	cellular organisms	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae	Desulfoglaeba																											
103695	transmembrane and TPR repeat-containing protein 3 [Pogona vitticeps]	Pogona vitticeps	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Deuterostomia	Chordata	Craniata	Vertebrata	Gnathostomata	Teleostomi	Euteleostomi	Sarcopterygii	Dipnotetrapodomorpha	Tetrapoda	Amniota	Sauropsida	Sauria	Lepidosauria	Squamata	Bifurcata	Unidentata	Episquamata	Toxicofera	Iguania	Acrodonta	Agamidae	Amphibolurinae	Pogona					
54374	Tetratricopeptide repeat protein 28, partial [Mesitornis unicolor]	Mesitornis unicolor	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Deuterostomia	Chordata	Craniata	Vertebrata	Gnathostomata	Teleostomi	Euteleostomi	Sarcopterygii	Dipnotetrapodomorpha	Tetrapoda	Amniota	Sauropsida	Sauria	Archelosauria	Archosauria	Dinosauria	Saurischia	Theropoda	Coelurosauria	Aves	Neognathae	Gruiformes	Mesitornithidae	Mesitornis					
1905359	hypothetical protein BKI52_21625 [marine bacterium AO1-C]	marine bacterium AO1-C	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	unclassified Cytophagaceae																										
1288	glycosyltransferase, partial [Staphylococcus xylosus]	Staphylococcus xylosus	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus																											
702114	tetratricopeptide repeat protein [Methylomonas koyamae]	Methylomonas koyamae	cellular organisms	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylomonas																												
