qacver	saccver	bitscore	evalue	qlen	slen	length	qcovs	pident	taxid
WP_002854338.1	OGR13972.1	55.3	0.000313	820	306	187	22	22.995	1797910
WP_002854338.1	WP_135763930.1	55.3	0.000313	820	298	237	28	18.143	2484901
WP_002854338.1	WP_043323179.1	56.1	0.000314	820	474	234	27	21.368	184914
WP_002854338.1	WP_004323105.1	56.5	0.000314	820	1005	528	58	17.045	28116;997885
WP_002854338.1	WP_003615424.1	54.9	0.000315	820	285	203	24	21.675	425;595536
WP_002854338.1	PYK70349.1	56.5	0.000315	820	1076	239	28	21.339	2026799
WP_002854338.1	CAO81294.1	56.1	0.000315	820	552	380	45	16.053	459349
WP_002854338.1	OGW16008.1	56.5	0.000316	820	757	462	53	19.264	1817752
WP_002854338.1	WP_098973845.1	56.5	0.000316	820	665	386	42	16.839	851;76857
WP_002854338.1	WP_115484420.1	56.5	0.000317	820	1005	199	59	22.111	28116
WP_002854338.1	WP_115484420.1	55.7	0.000571	820	1005	528	59	17.045	28116
WP_002854338.1	SDQ30389.1	56.5	0.000318	820	929	503	60	16.302	1231;200119;2135782
WP_002854338.1	OQZ04406.1	55.3	0.000318	820	311	219	26	21.461	1961113
WP_002854338.1	XP_026967532.1	56.8	0.000318	820	1965	550	63	16	90247
WP_002854338.1	TAJ88509.1	56.5	0.000319	820	867	359	43	14.485	1929291
WP_002854338.1	WP_061217252.1	56.5	0.000319	820	688	238	26	19.748	173
WP_002854338.1	KPJ50244.1	56.1	0.000319	820	587	490	59	15.102	1703423
WP_002854338.1	KRX99344.1	56.5	0.000319	820	1029	274	31	16.058	6337
WP_002854338.1	XP_002598133.1	56.8	0.00032	820	1925	270	33	20.37	7739
WP_002854338.1	WP_128857289.1	56.5	0.00032	820	1005	199	59	22.111	2292956
WP_002854338.1	WP_128857289.1	55.3	0.000788	820	1005	528	59	17.045	2292956
WP_002854338.1	WP_018417156.1	56.5	0.00032	820	733	208	23	19.231	2426
WP_002854338.1	WP_098259627.1	54.1	0.00032	820	217	224	27	22.321	2033483
WP_002854338.1	PKB98488.1	56.5	0.00032	820	1152	398	45	18.844	588596
WP_002854338.1	WP_061295786.1	56.5	0.00032	820	1197	632	72	13.133	173
WP_002854338.1	TMI96333.1	54.9	0.000321	820	276	213	25	20.657	1898104
WP_002854338.1	WP_115094322.1	56.5	0.000321	820	1248	324	36	18.827	368495
WP_002854338.1	WP_115094322.1	55.7	0.000596	820	1248	295	36	17.627	368495
WP_002854338.1	SPR07191.1	56.1	0.000321	820	467	240	47	21.25	784
WP_002854338.1	SPR07191.1	55.7	0.000413	820	467	415	47	16.867	784
WP_002854338.1	PIV53707.1	55.3	0.000321	820	337	257	30	19.455	2014305
WP_002854338.1	WP_073336647.1	51.8	0.000322	820	116	89	11	33.708	40575;1121316
WP_002854338.1	XP_029201470.1	56.5	0.000322	820	894	414	44	17.874	45264
WP_002854338.1	XP_005902356.2	56.8	0.000322	820	1904	413	49	18.644	72004
WP_002854338.1	BBH41257.1	56.5	0.000323	820	1244	638	70	17.555	213615
WP_002854338.1	WP_090259223.1	55.3	0.000323	820	342	254	29	16.535	1267423
WP_002854338.1	WP_082783112.1	56.5	0.000324	820	988	476	56	18.067	1789004
WP_002854338.1	RKX99619.1	56.1	0.000324	820	454	337	40	16.024	2026781
WP_002854338.1	OLB27268.1	55.7	0.000324	820	424	242	28	20.661	1803466;1978231
WP_002854338.1	KXG43627.1	55.7	0.000325	820	425	241	28	20.332	1413211
WP_002854338.1	WP_017312681.1	56.5	0.000326	820	1110	218	24	22.018	1174528
WP_002854338.1	CEN55423.1	55.7	0.000326	820	386	133	16	18.797	1581680
WP_002854338.1	XP_003292257.1	56.5	0.000326	820	981	525	56	16	5786
WP_002854338.1	KDR58620.1	56.5	0.000326	820	784	543	64	16.206	634502
WP_002854338.1	OQX79714.1	56.5	0.000326	820	805	578	66	15.225	1970782
WP_002854338.1	WP_084190072.1	56.5	0.000327	820	990	476	56	18.067	416213
WP_002854338.1	KPJ67598.1	56.5	0.000327	820	712	246	26	19.919	1703775
WP_002854338.1	WP_091534233.1	56.5	0.000327	820	663	241	27	18.672	1780376
WP_002854338.1	OJJ19962.1	56.5	0.000327	820	713	247	27	18.219	1905359
WP_002854338.1	TFG11424.1	53.8	0.000327	820	198	90	11	26.667	2053491
WP_002854338.1	WP_101352820.1	56.1	0.000327	820	504	249	29	18.072	1707093
WP_002854338.1	EMF72434.1	56.5	0.000328	820	974	628	72	13.854	1001597
WP_002854338.1	WP_072975728.1	56.5	0.000328	820	1004	457	49	17.287	29534
WP_002854338.1	PMP95441.1	56.5	0.000328	820	692	449	50	16.704	2052149
WP_002854338.1	WP_038411727.1	55.3	0.000328	820	321	177	21	22.034	157783
WP_002854338.1	OPX37511.1	56.1	0.000328	820	551	363	43	14.05	1956167
WP_002854338.1	WP_103127411.1	56.5	0.000329	820	904	207	24	21.739	1126
WP_002854338.1	PYV27526.1	56.1	0.000329	820	539	209	25	20.574	1978231
WP_002854338.1	XP_017422177.1	56.5	0.000329	820	1086	263	29	15.589	3914;157739
WP_002854338.1	CDC75562.1	55.3	0.000329	820	320	295	35	17.288	1263079
WP_002854338.1	PQM56617.1	56.5	0.000329	820	910	410	46	17.805	1904441
WP_002854338.1	OJW30135.1	55.7	0.000329	820	348	278	32	19.065	1895839
WP_002854338.1	RLB82550.1	56.1	0.00033	820	595	182	21	25.275	2026735
WP_002854338.1	XP_026805209.1	56.5	0.00033	820	998	500	56	18	43146
WP_002854338.1	OGW10538.1	56.1	0.000331	820	625	457	91	16.849	1801690
WP_002854338.1	OGW10538.1	56.1	0.000386	820	625	378	91	17.196	1801690
WP_002854338.1	OGW10538.1	54.9	0.001	820	625	516	91	16.86	1801690
WP_002854338.1	AKJ38500.1	56.8	0.000331	820	2068	767	78	13.429	796385
WP_002854338.1	WP_138203127.1	51.8	0.000331	820	116	102	12	28.431	1380675
WP_002854338.1	RAI10572.1	55.3	0.000331	820	318	239	28	16.736	2052166
WP_002854338.1	OHD57511.1	54.1	0.000332	820	217	210	25	21.429	1802190
WP_002854338.1	PYU35025.1	56.5	0.000332	820	864	156	18	29.487	1978231
WP_002854338.1	OQW90839.1	56.5	0.000332	820	1124	400	46	16.75	1934247
WP_002854338.1	OQW90839.1	56.5	0.000359	820	1124	274	46	16.788	1934247
WP_002854338.1	OQW90839.1	56.1	0.000508	820	1124	395	46	16.203	1934247
WP_002854338.1	WP_014999089.1	56.5	0.000332	820	910	582	65	18.385	28108;1004785
WP_002854338.1	EKE04433.1	55.7	0.000332	820	410	242	29	17.769	77133
WP_002854338.1	WP_006928075.1	56.1	0.000332	820	533	225	27	16	187145;880073
WP_002854338.1	PYV24866.1	56.1	0.000332	820	446	241	28	19.087	1978231
WP_002854338.1	PYV44360.1	55.7	0.000333	820	414	171	20	21.637	1978231
WP_002854338.1	WP_096737232.1	55.3	0.000333	820	332	285	34	17.544	1358104
WP_002854338.1	WP_115589249.1	56.5	0.000334	820	747	522	62	18.199	52584
WP_002854338.1	WP_012194512.1	56.1	0.000334	820	543	426	49	17.606	39152;444158
WP_002854338.1	TAD81159.1	55.3	0.000334	820	347	282	34	21.631	1151
WP_002854338.1	WP_099155874.1	56.8	0.000334	820	1727	538	58	15.985	70997;1122177
WP_002854338.1	PYU82219.1	56.1	0.000335	820	552	367	50	17.439	1978231
WP_002854338.1	PYU82219.1	54.9	0.001	820	552	421	50	19.477	1978231
WP_002854338.1	XP_014769700.1	55.7	0.000335	820	389	74	9	29.73	37653
WP_002854338.1	WP_106529374.1	56.5	0.000336	820	1026	232	27	24.569	536980
WP_002854338.1	WP_100136193.1	56.5	0.000336	820	940	510	54	16.471	1196083
WP_002854338.1	WP_003512816.1	56.5	0.000336	820	745	233	28	19.742	1515;203119;492476;572545;637887;1094188;1138384;1349417
WP_002854338.1	EKD91610.1	56.1	0.000336	820	499	266	31	18.421	77133
WP_002854338.1	WP_109235183.1	55.7	0.000336	820	380	230	27	22.174	784;1359184
WP_002854338.1	WP_004302483.1	56.5	0.000336	820	1005	199	59	22.111	28116;665954
WP_002854338.1	WP_004302483.1	55.3	0.000724	820	1005	528	59	17.045	28116;665954
WP_002854338.1	AKB61046.1	56.8	0.000337	820	1711	425	64	17.412	1434115
WP_002854338.1	AKB61046.1	56.5	0.000366	820	1711	259	64	21.622	1434115
WP_002854338.1	AKB61046.1	55.7	0.000636	820	1711	580	64	17.414	1434115
WP_002854338.1	AKB61046.1	55.7	0.000658	820	1711	417	64	15.827	1434115
WP_002854338.1	WP_047684165.1	56.5	0.000337	820	1108	360	41	16.389	59842
WP_002854338.1	TAK61107.1	54.5	0.000337	820	249	78	9	26.923	2507565
WP_002854338.1	TAN43577.1	55.7	0.000338	820	413	332	39	18.675	2026887
WP_002854338.1	RKY40801.1	56.1	0.000338	820	514	215	25	16.744	2035772
WP_002854338.1	WP_108688422.1	56.5	0.000338	820	1022	237	27	24.051	2169414
WP_002854338.1	WP_118257430.1	55.3	0.000338	820	320	295	35	17.288	39491
WP_002854338.1	OHB96925.1	56.5	0.00034	820	977	257	30	21.401	1801977
WP_002854338.1	WP_132525865.1	56.5	0.00034	820	706	176	20	23.864	936138
WP_002854338.1	RKX92595.1	56.5	0.00034	820	669	214	43	22.43	2202144
WP_002854338.1	RKX92595.1	56.1	0.000383	820	669	267	43	17.228	2202144
WP_002854338.1	ODS37035.1	56.1	0.00034	820	544	367	43	17.711	1849261
WP_002854338.1	WP_084062858.1	56.1	0.00034	820	466	271	31	19.926	504486
WP_002854338.1	PYU43966.1	56.1	0.00034	820	552	367	43	17.984	1978231
WP_002854338.1	PYU58430.1	56.1	0.000341	820	471	367	43	17.984	1978231
WP_002854338.1	WP_011341786.1	55.7	0.000341	820	416	235	26	20.851	19;338963
WP_002854338.1	OPY04923.1	54.5	0.000341	820	252	224	27	19.196	1811716
WP_002854338.1	WP_082901473.1	54.9	0.000342	820	284	221	27	19.457	322865;2028210
WP_002854338.1	ESS69102.1	56.5	0.000342	820	703	375	43	18.667	1416333
WP_002854338.1	WP_008023223.1	56.5	0.000342	820	1005	199	22	21.608	371601;997892
WP_002854338.1	WP_048043049.1	56.5	0.000343	820	1822	425	64	17.412	2209
WP_002854338.1	WP_048043049.1	56.5	0.000373	820	1822	259	64	21.622	2209
WP_002854338.1	WP_048043049.1	55.7	0.000641	820	1822	580	64	17.414	2209
WP_002854338.1	WP_048043049.1	55.7	0.000664	820	1822	417	64	15.827	2209
WP_002854338.1	WP_048089423.1	55.7	0.000343	820	440	218	25	22.477	1392998
WP_002854338.1	WP_100737807.1	56.5	0.000343	820	1197	584	69	14.041	408139
WP_002854338.1	OBQ15818.1	56.1	0.000343	820	574	408	48	20.098	1710889;1710896
WP_002854338.1	WP_101344316.1	56.5	0.000343	820	710	436	49	16.284	1982103
WP_002854338.1	REJ83601.1	56.1	0.000344	820	491	254	30	14.961	1898104
WP_002854338.1	WP_026900746.1	56.1	0.000344	820	622	493	57	15.619	1476973
WP_002854338.1	WP_138543655.1	56.5	0.000345	820	873	227	27	19.383	43658
WP_002854338.1	RZP04448.1	55.7	0.000346	820	448	272	32	19.118	2021391
WP_002854338.1	WP_099085055.1	56.1	0.000346	820	519	243	26	18.519	92942;1628750
WP_002854338.1	XP_014501145.1	56.5	0.000347	820	1086	263	29	15.589	3916
WP_002854338.1	PKP19851.1	55.7	0.000347	820	389	222	24	17.568	2013690
WP_002854338.1	WP_007365547.1	55.7	0.000347	820	384	293	35	13.652	281920;596327
WP_002854338.1	WP_045873624.1	56.5	0.000347	820	1135	391	45	18.414	1161;1188;1973485
WP_002854338.1	WP_045873624.1	56.1	0.000456	820	1135	410	45	18.537	1161;1188;1973485
WP_002854338.1	PYU03780.1	55.7	0.000348	820	365	245	28	20.816	1978231
WP_002854338.1	WP_048119713.1	56.5	0.000348	820	1923	546	65	13.553	2215;1434123
WP_002854338.1	WP_015274344.1	56.5	0.000348	820	747	522	62	18.199	52584;1042417
WP_002854338.1	GAV46658.1	56.1	0.000348	820	572	361	41	13.573	4956
WP_002854338.1	OHB99865.1	56.1	0.000349	820	573	401	44	17.456	1801982
WP_002854338.1	OHB39747.1	56.1	0.000349	820	573	401	44	17.456	1801947
WP_002854338.1	WP_081257921.1	54.5	0.000349	820	262	209	24	23.445	784
WP_002854338.1	WP_048570190.1	56.5	0.000349	820	842	618	73	16.019	1495;1121307
WP_002854338.1	TKZ33836.1	56.1	0.000349	820	471	134	15	20.896	2480853
WP_002854338.1	WP_076042391.1	51.5	0.00035	820	115	91	11	27.473	1491;1379738
WP_002854338.1	PNI59230.1	56.1	0.00035	820	520	395	47	18.481	9598
WP_002854338.1	GAC90694.1	56.1	0.00035	820	497	224	27	16.964	1315967
WP_002854338.1	KXJ41696.1	56.1	0.00035	820	577	319	41	19.122	1798802
WP_002854338.1	KXJ41696.1	55.3	0.000618	820	577	231	41	23.377	1798802
WP_002854338.1	WP_064643585.1	55.7	0.00035	820	379	211	25	23.697	784
WP_002854338.1	WP_118529752.1	56.1	0.00035	820	622	237	27	19.409	59620;2292308
WP_002854338.1	RGB31320.1	56.5	0.000351	820	1605	330	38	15.455	1803374
WP_002854338.1	KKR05365.1	56.1	0.000351	820	488	486	55	17.284	1619062
WP_002854338.1	EQB63759.1	56.1	0.000351	820	556	322	38	17.702	1379698;1802788
WP_002854338.1	XP_023014458.1	56.5	0.000351	820	921	247	27	19.838	7539
WP_002854338.1	EMM83338.1	56.5	0.000351	820	974	628	72	13.854	1001590;1049928
WP_002854338.1	WP_133509684.1	56.5	0.000351	820	1004	273	31	20.879	2512113
WP_002854338.1	ETN96092.1	55.7	0.000352	820	448	237	28	20.253	1286632
WP_002854338.1	WP_089355755.1	56.5	0.000352	820	983	473	52	17.548	447679
WP_002854338.1	PIS46462.1	56.1	0.000352	820	507	189	23	18.519	2014309
WP_002854338.1	KJW06176.1	55.3	0.000353	820	331	225	26	21.333	1441384
WP_002854338.1	BAU41665.1	56.1	0.000353	820	514	237	26	19.831	1080068
WP_002854338.1	EYB85922.1	56.1	0.000353	820	561	253	29	18.972	53326
WP_002854338.1	WP_123949480.1	56.1	0.000354	820	473	257	29	21.401	2487897
WP_002854338.1	WP_095930854.1	55.7	0.000354	820	464	277	32	20.217	1975676
WP_002854338.1	WP_115847438.1	56.5	0.000354	820	1004	243	28	22.634	237;2135760;2135764
WP_002854338.1	WP_134058024.1	56.1	0.000354	820	704	251	26	22.311	412437
WP_002854338.1	WP_018705757.1	54.1	0.000354	820	222	226	27	18.142	254759
WP_002854338.1	PIQ45261.1	56.1	0.000354	820	536	207	23	22.222	1973977
WP_002854338.1	WP_130287608.1	56.5	0.000354	820	951	245	28	19.592	323412
WP_002854338.1	RYE48117.1	55.7	0.000355	820	456	215	24	19.535	2044944
WP_002854338.1	RNJ79650.1	55.3	0.000355	820	341	221	26	17.195	2478553
WP_002854338.1	WP_124789782.1	56.5	0.000357	820	999	403	45	21.092	28112
WP_002854338.1	WP_020815061.1	56.1	0.000357	820	587	465	54	17.419	29362;1330534
WP_002854338.1	WP_070066057.1	55.3	0.000357	820	314	219	26	21.461	392547
WP_002854338.1	TDJ53304.1	56.5	0.000357	820	763	403	67	16.873	2024844
WP_002854338.1	TDJ53304.1	55.3	0.000639	820	763	441	67	19.048	2024844
WP_002854338.1	WP_019034777.1	54.9	0.000357	820	300	312	37	16.346	33031
WP_002854338.1	OYU83142.1	56.5	0.000357	820	1006	618	69	15.049	2015558
WP_002854338.1	PZV12036.1	54.9	0.000358	820	303	222	26	21.171	47254
WP_002854338.1	XP_007984727.1	56.5	0.000359	820	1578	563	65	16.163	60711
WP_002854338.1	WP_118297905.1	56.1	0.000359	820	622	237	27	19.409	2292008
WP_002854338.1	WP_024769002.1	56.1	0.00036	820	654	209	25	17.225	666563
WP_002854338.1	RLD65142.1	56.1	0.00036	820	690	605	68	16.364	1898104
WP_002854338.1	WP_098205970.1	54.1	0.00036	820	219	205	24	20	64104
WP_002854338.1	OMJ95462.1	56.5	0.000361	820	926	251	53	18.327	5963
WP_002854338.1	OMJ95462.1	56.1	0.000396	820	926	219	53	21.005	5963
WP_002854338.1	SCV02373.1	56.1	0.000362	820	724	307	35	18.567	1266666
WP_002854338.1	WP_079469830.1	55.7	0.000362	820	406	220	26	17.273	79328;393003
WP_002854338.1	WP_069675673.1	55.7	0.000362	820	467	269	32	21.561	1336794
WP_002854338.1	WP_015202625.1	55.7	0.000362	820	423	423	50	17.73	241425;1173022
WP_002854338.1	RTL38787.1	55.3	0.000363	820	354	296	35	20.27	2052166
WP_002854338.1	WP_053010677.1	56.5	0.000363	820	833	347	39	14.409	2208;796385
WP_002854338.1	WP_095226842.1	54.1	0.000363	820	224	202	24	19.802	361277
WP_002854338.1	PYS70741.1	56.1	0.000363	820	499	397	44	16.121	1978231
WP_002854338.1	WP_053468134.1	51.5	0.000363	820	115	91	11	26.374	1560217
WP_002854338.1	AOY84867.1	56.5	0.000364	820	799	243	24	20.165	1454205
WP_002854338.1	WP_120626807.1	55.7	0.000365	820	480	238	27	20.168	2316726
WP_002854338.1	WP_048120793.1	56.5	0.000365	820	2018	767	78	13.559	2208;1434106
WP_002854338.1	OUR92982.1	56.5	0.000365	820	1058	363	42	19.835	97084
WP_002854338.1	OUC12986.1	54.9	0.000365	820	288	243	28	20.165	1934309
WP_002854338.1	WP_033067437.1	56.1	0.000366	820	690	226	26	18.584	1528106
WP_002854338.1	WP_136583627.1	56.5	0.000367	820	1006	284	32	21.479	2570561
WP_002854338.1	WP_127024827.1	55.7	0.000368	820	466	377	44	17.241	864064
WP_002854338.1	KJV73431.1	55.7	0.000368	820	400	404	46	16.832	1359176
WP_002854338.1	WP_080065242.1	56.1	0.000368	820	593	488	58	16.803	48256
WP_002854338.1	WP_126966077.1	55.3	0.000369	820	321	177	21	20.904	56448
WP_002854338.1	WP_089090752.1	56.1	0.000369	820	792	237	28	21.097	1973477
WP_002854338.1	WP_118322059.1	56.1	0.000369	820	622	237	27	19.409	1485;2292007;2292009
WP_002854338.1	XP_025775091.1	56.5	0.000369	820	2047	518	59	17.181	9696
WP_002854338.1	WP_095953057.1	56.5	0.000369	820	1004	273	31	20.147	1920426
WP_002854338.1	WP_020004113.1	54.9	0.00037	820	292	248	29	20.968	13264
WP_002854338.1	OHB40057.1	56.1	0.00037	820	573	401	44	17.456	1801951;1801955
WP_002854338.1	WP_073607860.1	54.9	0.00037	820	300	222	26	21.171	126344;549789
WP_002854338.1	WP_108883918.1	55.7	0.000371	820	400	404	46	16.832	784
WP_002854338.1	WP_062670797.1	54.5	0.000372	820	270	235	24	20.426	1813611
WP_002854338.1	WP_091510225.1	56.5	0.000373	820	858	283	33	15.901	658219
WP_002854338.1	XP_007138670.1	56.5	0.000374	820	1082	262	29	15.649	3885
WP_002854338.1	RJP56305.1	56.1	0.000375	820	675	204	24	18.627	2093366
WP_002854338.1	WP_090295018.1	56.5	0.000375	820	1134	370	42	15.946	1073328
WP_002854338.1	KZR69162.1	56.1	0.000375	820	689	235	27	20	1801622;1801624
WP_002854338.1	OIN98028.1	54.9	0.000376	820	308	132	16	20.455	1817894;1974543;1974547;1974548
WP_002854338.1	XP_024058357.2	56.1	0.000377	820	800	251	30	21.912	1415176
WP_002854338.1	WP_029315272.1	56.1	0.000377	820	575	94	11	29.787	310037
WP_002854338.1	OBQ35919.1	56.1	0.000378	820	560	239	28	20.084	1710888
WP_002854338.1	WP_048197448.1	56.1	0.000378	820	576	563	65	14.92	1407055
WP_002854338.1	OCW83583.1	56.1	0.000378	820	642	256	30	17.188	1696177
WP_002854338.1	WP_087222383.1	55.3	0.000379	820	340	231	24	21.212	1965603
WP_002854338.1	XP_022182883.1	56.5	0.000379	820	1144	515	60	15.146	13164
WP_002854338.1	WP_026729025.1	56.5	0.000379	820	1005	273	31	20.513	281361
WP_002854338.1	WP_014932740.1	56.1	0.000379	820	747	522	62	18.199	52584;1161918
WP_002854338.1	WP_135759574.1	56.1	0.000379	820	705	188	21	24.468	1193500
WP_002854338.1	RJR26437.1	53.8	0.00038	820	207	168	19	25.595	2049433
WP_002854338.1	ODS33856.1	56.1	0.00038	820	512	372	44	17.204	1872076
WP_002854338.1	WP_111335738.1	55.7	0.000381	820	490	262	30	20.611	1548548
WP_002854338.1	RME91723.1	56.1	0.000381	820	661	381	43	21.522	2030809
WP_002854338.1	PYQ11989.1	54.5	0.000381	820	252	137	16	18.978	1978231
WP_002854338.1	RCL75469.1	55.7	0.000381	820	466	275	30	16.364	2021391
WP_002854338.1	OYT32002.1	56.5	0.000382	820	1062	322	34	17.702	2012527
WP_002854338.1	SDF51708.1	56.5	0.000382	820	1062	415	46	19.759	38026
WP_002854338.1	WP_007804126.1	56.5	0.000382	820	1004	243	28	21.811	1144313
WP_002854338.1	WP_136151743.1	56.1	0.000382	820	644	192	22	19.271	2518177
WP_002854338.1	PKP45016.1	56.1	0.000382	820	779	317	38	18.297	2013680
WP_002854338.1	EKG06519.1	56.1	0.000382	820	667	233	27	17.597	5693
WP_002854338.1	SHN94058.1	55.3	0.000383	820	342	292	33	19.521	1181670
WP_002854338.1	WP_013638861.1	56.1	0.000383	820	597	330	39	17.576	64160;868864
WP_002854338.1	KRX98899.1	56.5	0.000383	820	1243	249	28	16.867	6337
WP_002854338.1	OIP93348.1	56.1	0.000384	820	566	296	30	20.946	1805379
WP_002854338.1	OHD61182.1	56.1	0.000384	820	696	262	47	17.176	1802189
WP_002854338.1	OHD61182.1	56.1	0.000387	820	696	288	47	18.75	1802189
WP_002854338.1	WP_075344591.1	56.1	0.000384	820	684	202	25	18.317	1908389
WP_002854338.1	WP_008497004.1	56.5	0.000385	820	1382	234	27	17.949	1005941;1215089
WP_002854338.1	XP_018562802.1	56.1	0.000385	820	869	362	43	17.956	217634
WP_002854338.1	PZV12186.1	54.9	0.000385	820	313	224	26	20.089	47254
WP_002854338.1	RLD24834.1	55.3	0.000385	820	336	239	28	20.502	1898104
WP_002854338.1	PIR00574.1	56.1	0.000385	820	613	246	28	20.732	1974048
WP_002854338.1	WP_023574391.1	56.5	0.000386	820	1004	451	49	18.847	1107311;1341165
WP_002854338.1	WP_132076285.1	56.5	0.000386	820	1005	273	31	20.147	986
WP_002854338.1	WP_118218624.1	56.5	0.000386	820	1005	199	22	21.608	371601
WP_002854338.1	WP_099988141.1	55.7	0.000386	820	398	366	42	14.754	860
WP_002854338.1	AFE05100.1	55.7	0.000387	820	489	234	27	21.368	1144275
WP_002854338.1	WP_055274445.1	54.9	0.000387	820	320	295	35	16.949	39491
WP_002854338.1	OGI23223.1	56.1	0.000388	820	630	384	44	17.708	1801610;1801611
WP_002854338.1	WP_090257424.1	55.7	0.000388	820	467	257	30	21.401	1267423
WP_002854338.1	WP_106218803.1	56.1	0.000388	820	527	274	32	20.803	2107696;2107697
WP_002854338.1	GAN31893.1	55.7	0.000388	820	503	420	46	16.429	1197129
WP_002854338.1	WP_095931428.1	56.5	0.000389	820	1004	243	28	21.811	1975676
WP_002854338.1	WP_052598421.1	56.5	0.000389	820	1039	624	74	17.628	1313421
WP_002854338.1	OGM04646.1	56.5	0.00039	820	985	384	45	16.667	1817813
WP_002854338.1	KPJ99776.1	55.7	0.00039	820	470	143	17	23.776	1703400
WP_002854338.1	PIU83175.1	56.1	0.000391	820	711	472	55	17.585	2014307
WP_002854338.1	PIU83175.1	54.9	0.001	820	711	233	55	16.309	2014307
WP_002854338.1	WP_038265106.1	55.7	0.000391	820	466	237	28	20.253	376730
WP_002854338.1	WP_066255572.1	55.7	0.000391	820	462	268	32	20.149	1861784
WP_002854338.1	OGF52005.1	56.1	0.000392	820	759	256	30	18.359	1817858
WP_002854338.1	WP_099324345.1	55.7	0.000392	820	458	180	21	18.889	174633
WP_002854338.1	WP_120620600.1	55.7	0.000392	820	487	234	27	21.368	2316730
WP_002854338.1	RJU81195.1	55.7	0.000392	820	450	113	14	24.779	2163009
WP_002854338.1	WP_071636877.1	56.5	0.000392	820	1004	243	28	22.634	986
WP_002854338.1	PLY01339.1	55.7	0.000393	820	414	243	28	19.753	892
WP_002854338.1	OGU35745.1	56.5	0.000393	820	1301	361	43	18.837	1798424
WP_002854338.1	KKU06209.1	56.1	0.000394	820	786	110	13	20	1618993
WP_002854338.1	WP_071102075.1	56.5	0.000394	820	1057	268	28	20.896	1155739;1454205
WP_002854338.1	RCJ14699.1	54.9	0.000395	820	319	226	27	18.584	1840705
WP_002854338.1	WP_129460810.1	55.3	0.000395	820	371	204	25	24.02	2506421
WP_002854338.1	WP_092231903.1	56.1	0.000395	820	760	505	60	17.624	90732
WP_002854338.1	TFF97680.1	56.1	0.000396	820	948	425	46	17.176	2053489
WP_002854338.1	RAM50475.1	56.1	0.000396	820	667	433	48	17.321	2109628
WP_002854338.1	WP_108839608.1	55.3	0.000396	820	379	201	23	24.876	784
WP_002854338.1	RZB36213.1	56.1	0.000396	820	680	237	28	15.612	2528438
WP_002854338.1	KPJ57978.1	56.1	0.000396	820	706	240	28	17.5	1703397
WP_002854338.1	OGO15287.1	55.7	0.000397	820	469	257	28	21.401	1797641
WP_002854338.1	RDD46126.1	56.5	0.000397	820	1990	571	65	18.389	287889
WP_002854338.1	WP_100997749.1	56.1	0.000397	820	842	233	26	16.738	2057808
WP_002854338.1	XP_022810474.1	56.5	0.000398	820	1382	261	27	19.54	50429
WP_002854338.1	XP_015428862.1	56.1	0.000398	820	727	236	27	15.678	178035
WP_002854338.1	XP_016770071.2	56.1	0.000398	820	713	235	27	14.894	7460
WP_002854338.1	WP_080605457.1	56.1	0.000398	820	547	352	42	20.17	1126
WP_002854338.1	CUR12072.1	56.1	0.000399	820	654	350	39	17.429	671071
WP_002854338.1	PIW12302.1	55.3	0.000399	820	384	371	43	19.946	1974486;1974490
WP_002854338.1	WP_008292282.1	55.7	0.000401	820	532	171	21	18.713	392484;637616
WP_002854338.1	WP_101689771.1	55.7	0.000401	820	471	274	32	21.533	2040292
WP_002854338.1	WP_011997129.1	56.1	0.000402	820	561	358	43	15.363	777;434922
WP_002854338.1	WP_086756587.1	56.1	0.000404	820	709	251	28	20.717	1932667
WP_002854338.1	WP_103126031.1	54.9	0.000404	820	305	172	21	20.349	246795;1861711
WP_002854338.1	WP_092460280.1	56.1	0.000405	820	1061	236	25	16.949	1393122
WP_002854338.1	PYX04228.1	56.1	0.000405	820	999	181	21	21.547	1978231
WP_002854338.1	WP_057124531.1	56.1	0.000406	820	1005	273	31	20.147	1736605
WP_002854338.1	WP_093503191.1	54.9	0.000407	820	321	177	21	21.469	47882
WP_002854338.1	WP_002732404.1	56.5	0.000407	820	1254	281	32	17.438	1126;1134457
WP_002854338.1	XP_017170677.1	56.5	0.000407	820	1574	230	26	25.217	10090
WP_002854338.1	WP_021657733.1	51.5	0.000408	820	117	102	12	26.471	1321777;1321778
WP_002854338.1	XP_017832915.1	56.5	0.000408	820	1895	511	59	15.656	9483
WP_002854338.1	WP_089356641.1	56.1	0.000409	820	743	225	25	21.778	447679
WP_002854338.1	WP_080325503.1	55.7	0.000409	820	476	360	43	15.833	82374;1120997
WP_002854338.1	WP_102057676.1	56.1	0.000409	820	850	129	15	19.38	1514074
WP_002854338.1	OGP91771.1	56.1	0.00041	820	588	370	40	17.568	1797843
WP_002854338.1	RKX65331.1	55.7	0.000411	820	460	398	47	18.09	2202153
WP_002854338.1	WP_047221041.1	55.3	0.000411	820	382	204	24	27.451	784;1359184
WP_002854338.1	XP_022528674.1	56.5	0.000411	820	1781	540	60	14.259	7994
WP_002854338.1	RPG03809.1	56.1	0.000412	820	772	481	54	16.632	1986817
WP_002854338.1	WP_129603635.1	55.7	0.000412	820	445	386	42	16.062	2502893
WP_002854338.1	OLB26707.1	56.1	0.000412	820	851	389	41	20.566	1803466;1978231
