qaccver	saccver	bitscore	eval	qlen	slen	length	qcovs	pident	taxid	protein	species	a	b	c	d	e	f	g	h	I	j	k	l	m	n	o	p	q
WP_002851328.1	XP_003913694.1	55.3	0.000613	788	805	360	45	18.056	9555	intraflagellar transport protein 88 homolog isoform X2 [Papio anubis]	Papio anubis	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Deuterostomia	Chordata	Craniata	Vertebrata	Gnathostomata	Teleostomi	Euteleostomi	Sarcopterygii	Dipnotetrapodomorpha	Tetrapoda	Amniota
WP_002851328.1	WP_076421411.1	55.7	0.000613	788	967	375	46	13.333	1077936	tetratricopeptide repeat protein [Pontibacter lucknowensis]	Pontibacter lucknowensis	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Cytophagia	Cytophagales	Hymenobacteraceae	Pontibacter								
WP_002851328.1	WP_122299740.1	55.7	0.000613	788	999	686	80	11.662	46503	tetratricopeptide repeat protein [Parabacteroides merdae]	Parabacteroides merdae	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides								
WP_002851328.1	WP_122299740.1	54.9	0.001	788	999	590	80	14.407	46503	tetratricopeptide repeat protein [Parabacteroides merdae]	Parabacteroides merdae	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides								
WP_002851328.1	WP_005467645.1	55.7	0.000614	788	1004	493	60	14.199	41976;1127696	tetratricopeptide repeat protein [Porphyromonas catoniae]	Porphyromonas catoniae	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas								
WP_002851328.1	PKL91186.1	55.3	0.000614	788	728	634	74	14.511	2013807	hypothetical protein CVV21_08200 [Candidatus Goldbacteria bacterium HGW-Goldbacteria-1]	Candidatus Goldbacteria bacterium HGW-Goldbacteria-1	cellular organisms	Bacteria	unclassified Bacteria	Bacteria candidate phyla	Candidatus Goldbacteria												
WP_002851328.1	WP_093048946.1	55.3	0.000615	788	575	334	41	15.269	1566230	tetratricopeptide repeat protein [Pseudomonas sp. NFPP33]	Pseudomonas sp. NFPP33	cellular organisms	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas										
WP_002851328.1	WP_109833094.1	55.3	0.000616	788	747	388	45	13.918	1821036	tetratricopeptide repeat protein [Reichenbachiella versicolor]	Reichenbachiella versicolor	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Reichenbachiella								
WP_002851328.1	WP_066982754.1	55.3	0.000616	788	799	467	56	15.418	980561	tetratricopeptide repeat protein [Methylomonas lenta]	Methylomonas lenta	cellular organisms	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylomonas										
WP_002851328.1	RMF83177.1	55.3	0.000616	788	691	314	37	15.924	2026769	outer membrane protein assembly factor BamD, partial [Nitrospinae bacterium]	Nitrospinae bacterium	cellular organisms	Bacteria	Nitrospinae/Tectomicrobia group	Nitrospinae	unclassified Nitrospinae												
WP_002851328.1	WP_072562043.1	55.7	0.000617	788	1023	538	66	15.242	2177	tetratricopeptide repeat protein [Methanohalophilus halophilus]	Methanohalophilus halophilus	cellular organisms	Archaea	Euryarchaeota	Stenosarchaea group	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanohalophilus									
WP_002851328.1	TDI95544.1	55.3	0.000618	788	606	332	39	15.06	1962856	tetratricopeptide repeat protein, partial [Caldithrix sp.]	Caldithrix sp.	cellular organisms	Bacteria	Calditrichaeota	Calditrichae	Calditrichales	Calditrichaceae	Caldithrix										
WP_002851328.1	WP_024483136.1	53.8	0.000618	788	267	102	13	10.784	613;47917;2448483	MULTISPECIES: cell division protein CpoB [Serratia]	Serratia	cellular organisms	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae											
WP_002851328.1	WP_129917965.1	55.3	0.000618	788	597	387	45	16.537	2202732	tetratricopeptide repeat protein [Nitrosopumilaceae archaeon]	Nitrosopumilaceae archaeon	cellular organisms	Archaea	TACK group	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	unclassified Nitrosopumilaceae										
WP_002851328.1	WP_081591398.1	55.7	0.000619	788	1234	465	56	16.129	46257	tetratricopeptide repeat protein [Pseudomonas avellanae]	Pseudomonas avellanae	cellular organisms	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas syringae group									
WP_002851328.1	OYY24509.1	55.3	0.000619	788	725	184	23	17.935	1970493;1970576;1970578	hypothetical protein B7Y69_02205 [Sphingobacteriia bacterium 35-40-8]	Sphingobacteriia bacterium 35-40-8	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Sphingobacteriia	unclassified Sphingobacteriia										
WP_002851328.1	RYF26096.1	55.7	0.000619	788	974	619	73	13.57	2021391	tetratricopeptide repeat protein [Flavobacteriales bacterium]	Flavobacteriales bacterium	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	unclassified Flavobacteriales	unclassified Flavobacteriales (miscellaneous)								
WP_002851328.1	WP_068822360.1	55.7	0.00062	788	1007	521	64	14.012	1826909	tetratricopeptide repeat protein [Pedobacter psychrophilus]	Pedobacter psychrophilus	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter								
WP_002851328.1	RUA10714.1	55.7	0.00062	788	1007	513	64	13.45	2044941	hypothetical protein DSY83_17555 [Flavobacteriia bacterium]	Flavobacteriia bacterium	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	unclassified Flavobacteriia										
WP_002851328.1	RUA10714.1	54.9	0.000864	788	1007	552	64	15.036	2044941	hypothetical protein DSY83_17555 [Flavobacteriia bacterium]	Flavobacteriia bacterium	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	unclassified Flavobacteriia										
WP_002851328.1	XP_016566232.1	55.7	0.00062	788	977	279	32	15.054	4072	PREDICTED: probable UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase SEC [Capsicum annuum]	Capsicum annuum	cellular organisms	Eukaryota	Viridiplantae	Streptophyta	Streptophytina	Embryophyta	Tracheophyta	Euphyllophyta	Spermatophyta	Magnoliopsida	Mesangiospermae	eudicotyledons	Gunneridae	Pentapetalae	asterids	lamiids	Solanales
WP_002851328.1	PYX49614.1	55.3	0.00062	788	688	571	71	12.084	1978231	hypothetical protein DMG76_36960 [Acidobacteria bacterium]	Acidobacteria bacterium	cellular organisms	Bacteria	Acidobacteria	unclassified Acidobacteria	unclassified Acidobacteria (miscellaneous)												
WP_002851328.1	WP_015897033.1	54.1	0.000621	788	300	162	21	16.049	33075;240015	tetratricopeptide repeat protein [Acidobacterium capsulatum]	Acidobacterium capsulatum	cellular organisms	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Acidobacterium										
WP_002851328.1	WP_017678144.1	55.3	0.000621	788	575	334	41	14.97	286;1274359;1736239	MULTISPECIES: tetratricopeptide repeat protein [Pseudomonas]	Pseudomonas	cellular organisms	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae											
WP_002851328.1	BAC11325.1	55.3	0.000621	788	815	414	50	12.56	9606	unnamed protein product, partial [Homo sapiens]	Homo sapiens	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Deuterostomia	Chordata	Craniata	Vertebrata	Gnathostomata	Teleostomi	Euteleostomi	Sarcopterygii	Dipnotetrapodomorpha	Tetrapoda	Amniota
WP_002851328.1	WP_104271140.1	55.7	0.000621	788	878	301	38	14.618	262076	tetratricopeptide repeat protein [Marinobacter flavimaris]	Marinobacter flavimaris	cellular organisms	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Marinobacter										
WP_002851328.1	OBQ37115.1	55.3	0.000621	788	689	440	55	15.682	1710886	protein kinase [Anabaena sp. MDT14b]	Anabaena sp. MDT14b	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Nostocales	Nostocaceae	Anabaena									
WP_002851328.1	TET70457.1	55.3	0.000621	788	602	498	61	15.663	2053527	tetratricopeptide repeat protein [candidate division Zixibacteria bacterium]	candidate division Zixibacteria bacterium	cellular organisms	Bacteria	FCB group	candidate division Zixibacteria													
WP_002851328.1	XP_017321982.1	55.3	0.000622	788	839	185	23	17.838	7998	PREDICTED: transmembrane and TPR repeat-containing protein 2-like isoform X1 [Ictalurus punctatus]	Ictalurus punctatus	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Deuterostomia	Chordata	Craniata	Vertebrata	Gnathostomata	Teleostomi	Euteleostomi	Actinopterygii	Actinopteri	Neopterygii	Teleostei
WP_002851328.1	PYO58943.1	54.9	0.000623	788	480	229	29	15.284	2053607	hypothetical protein DMD83_01410 [Candidatus Rokubacteria bacterium]	Candidatus Rokubacteria bacterium	cellular organisms	Bacteria	unclassified Bacteria	Bacteria candidate phyla	Candidatus Rokubacteria												
WP_002851328.1	WP_050095886.1	53.8	0.000623	788	269	107	14	12.15	28152	cell division protein CpoB [Yersinia kristensenii]	Yersinia kristensenii	cellular organisms	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia										
WP_002851328.1	WP_076668019.1	55.7	0.000623	788	968	408	51	13.235	1317125	tetratricopeptide repeat protein [Pontibacter indicus]	Pontibacter indicus	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Cytophagia	Cytophagales	Hymenobacteraceae	Pontibacter								
WP_002851328.1	DAA30105.1	55.7	0.000623	788	915	406	50	15.025	9913;72004	TPA: CG4050-like [Bos taurus]	Bos taurus	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Deuterostomia	Chordata	Craniata	Vertebrata	Gnathostomata	Teleostomi	Euteleostomi	Sarcopterygii	Dipnotetrapodomorpha	Tetrapoda	Amniota
WP_002851328.1	WP_109008569.1	54.5	0.000624	788	368	197	25	21.32	1178;1137087;2005467	tetratricopeptide repeat protein [Nostoc commune]	Nostoc commune	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Nostocales	Nostocaceae	Nostoc									
WP_002851328.1	PYV01588.1	54.9	0.000624	788	404	259	28	14.286	1978231	hypothetical protein DMG10_17220 [Acidobacteria bacterium]	Acidobacteria bacterium	cellular organisms	Bacteria	Acidobacteria	unclassified Acidobacteria	unclassified Acidobacteria (miscellaneous)												
WP_002851328.1	WP_099103619.1	55.3	0.000624	788	711	385	46	15.325	1206980	tetratricopeptide repeat protein [Nostoc sp. 'Peltigera malacea cyanobiont' DB3992]	Nostoc sp. 'Peltigera malacea cyanobiont' DB3992	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Nostocales	Nostocaceae	Nostoc									
WP_002851328.1	WP_072784724.1	55.7	0.000624	788	1004	583	65	13.379	683124	tetratricopeptide repeat protein [Flavobacterium haoranii]	Flavobacterium haoranii	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium								
WP_002851328.1	CDB99370.1	55.7	0.000625	788	1007	471	58	11.89	1262739	tetratricopeptide repeat protein [Bacteroides sp. CAG:443]	Bacteroides sp. CAG:443	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	environmental samples							
WP_002851328.1	WP_099366553.1	55.7	0.000625	788	1009	601	74	14.143	2044603	tetratricopeptide repeat protein [Sphingobacterium sp. 1.A.4]	Sphingobacterium sp. 1.A.4	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium								
WP_002851328.1	WP_085413896.1	55.7	0.000625	788	1010	661	75	13.162	1834519	tetratricopeptide repeat protein [Fibrella sp. ES10-3-2-2]	Fibrella sp. ES10-3-2-2	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Fibrella								
WP_002851328.1	WP_129223009.1	55.3	0.000626	788	575	188	23	17.553	2316528	tetratricopeptide repeat protein [bacterium RmlP026]	bacterium RmlP026	cellular organisms	Bacteria	unclassified Bacteria	unclassified Bacteria (miscellaneous)													
WP_002851328.1	OGQ83476.1	55.3	0.000626	788	621	520	65	14.038	1797894	hypothetical protein A3F90_02990 [Deltaproteobacteria bacterium RIFCSPLOWO2_12_FULL_60_19]	Deltaproteobacteria bacterium RIFCSPLOWO2_12_FULL_60_19	cellular organisms	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	unclassified Deltaproteobacteria	unclassified Deltaproteobacteria (miscellaneous)										
WP_002851328.1	WP_008854218.1	55.3	0.000627	788	860	385	44	13.766	479936;1088868	tetratricopeptide repeat protein [Commensalibacter intestini]	Commensalibacter intestini	cellular organisms	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Commensalibacter										
WP_002851328.1	PYT99132.1	55.7	0.000627	788	1219	479	56	17.745	1978231	hypothetical protein DMG38_13240 [Acidobacteria bacterium]	Acidobacteria bacterium	cellular organisms	Bacteria	Acidobacteria	unclassified Acidobacteria	unclassified Acidobacteria (miscellaneous)												
WP_002851328.1	WP_132990068.1	55.7	0.000629	788	1031	575	70	15.652	2493631	DUF5107 domain-containing protein [Flavobacterium sp. A5.7]	Flavobacterium sp. A5.7	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium								
WP_002851328.1	WP_014593200.1	53.8	0.000629	788	268	107	14	12.15	553;932677	cell division protein CpoB [Pantoea ananatis]	Pantoea ananatis	cellular organisms	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea										
WP_002851328.1	WP_116584331.1	53.8	0.000629	788	268	107	14	12.15	553	cell division protein CpoB [Pantoea ananatis]	Pantoea ananatis	cellular organisms	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea										
WP_002851328.1	WP_064373415.1	53.8	0.000629	788	268	107	14	12.15	553	cell division protein CpoB [Pantoea ananatis]	Pantoea ananatis	cellular organisms	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea										
WP_002851328.1	WP_013025077.1	53.8	0.000629	788	268	107	14	12.15	553;53335;706191	MULTISPECIES: cell division protein CpoB [Pantoea]	Pantoea	cellular organisms	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae											
WP_002851328.1	WP_071182745.1	53.8	0.000629	788	267	133	17	15.789	160808	tol-pal system protein YbgF [Acidithiobacillus ferrivorans]	Acidithiobacillus ferrivorans	cellular organisms	Bacteria	Proteobacteria	Acidithiobacillia	Acidithiobacillales	Acidithiobacillaceae	Acidithiobacillus										
WP_002851328.1	WP_111409421.1	55.7	0.00063	788	1004	602	66	12.292	2217670	tetratricopeptide repeat protein [Flavobacterium sp. IMCC34762]	Flavobacterium sp. IMCC34762	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium								
WP_002851328.1	WP_015732150.1	55.7	0.00063	788	1292	555	66	13.333	833;59374	hypothetical protein [Fibrobacter succinogenes]	Fibrobacter succinogenes	cellular organisms	Bacteria	FCB group	Fibrobacteres	Fibrobacteria	Fibrobacterales	Fibrobacteraceae	Fibrobacter									
WP_002851328.1	WP_133779410.1	55.7	0.00063	788	1110	532	66	13.158	2135718	DUF5107 domain-containing protein [Pedobacter sp. OK701]	Pedobacter sp. OK701	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter								
WP_002851328.1	CDB07386.1	55.7	0.00063	788	1111	486	56	14.198	1263090	uncharacterized protein BN493_01944 [Odoribacter splanchnicus CAG:14]	Odoribacter splanchnicus CAG:14	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	Odoribacteraceae	Odoribacter	environmental samples							
WP_002851328.1	WP_094119681.1	53.8	0.00063	788	263	107	14	14.019	472705	cell division protein CpoB [Pantoea conspicua]	Pantoea conspicua	cellular organisms	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea										
WP_002851328.1	WP_108699571.1	55.3	0.00063	788	550	324	40	15.432	2135771	response regulator [Nitrosomonas sp. Nm141]	Nitrosomonas sp. Nm141	cellular organisms	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Nitrosomonas										
WP_002851328.1	WP_117613387.1	55.3	0.00063	788	874	499	58	14.83	1736289	tetratricopeptide repeat protein [Chryseobacterium sp. Leaf180]	Chryseobacterium sp. Leaf180	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Chryseobacterium								
WP_002851328.1	XP_005704598.1	55.7	0.00063	788	1154	200	24	18	130081	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase SPINDLY-lie protein [Galdieria sulphuraria]	Galdieria sulphuraria	cellular organisms	Eukaryota	Rhodophyta	Bangiophyceae	Cyanidiales	Cyanidiaceae	Galdieria										
WP_002851328.1	WP_100338566.1	55.7	0.000631	788	1010	259	30	20.077	89969;1121954	tetratricopeptide repeat protein [Hymenobacter chitinivorans]	Hymenobacter chitinivorans	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Cytophagia	Cytophagales	Hymenobacteraceae	Hymenobacter								
WP_002851328.1	OCA40655.1	55.3	0.000631	788	716	395	49	14.937	8364	hypothetical protein XENTR_v90007900mg, partial [Xenopus tropicalis]	Xenopus tropicalis	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Deuterostomia	Chordata	Craniata	Vertebrata	Gnathostomata	Teleostomi	Euteleostomi	Sarcopterygii	Dipnotetrapodomorpha	Tetrapoda	Amphibia
WP_002851328.1	PIX48554.1	55.3	0.000632	788	731	348	41	14.655	1973912	hypothetical protein COZ57_05340, partial [Armatimonadetes bacterium CG_4_8_14_3_um_filter_66_20]	Armatimonadetes bacterium CG_4_8_14_3_um_filter_66_20	cellular organisms	Bacteria	Terrabacteria group	Armatimonadetes	unclassified Armatimonadetes												
WP_002851328.1	ETL31360.1	55.7	0.000632	788	1163	430	53	11.395	4792	hypothetical protein L916_15835 [Phytophthora parasitica]	Phytophthora parasitica	cellular organisms	Eukaryota	Stramenopiles	Oomycetes	Peronosporales	Peronosporaceae	Phytophthora										
WP_002851328.1	KFZ44091.1	55.3	0.000633	788	546	444	55	14.414	1538639	hypothetical protein KD27_08575, partial [Smithella sp. D17]	Smithella sp. D17	cellular organisms	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	Syntrophobacterales	Syntrophaceae	Smithella									
WP_002851328.1	KPJ59066.1	55.3	0.000633	788	841	509	61	14.145	1703397	hypothetical protein AMJ42_02275 [Deltaproteobacteria bacterium DG_8]	Deltaproteobacteria bacterium DG_8	cellular organisms	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	unclassified Deltaproteobacteria	unclassified Deltaproteobacteria (miscellaneous)										
WP_002851328.1	WP_022623685.1	53.8	0.000634	788	269	107	14	12.15	553;53335;1332074;2183907	MULTISPECIES: cell division protein CpoB [Pantoea]	Pantoea	cellular organisms	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae											
WP_002851328.1	WP_077428604.1	54.9	0.000634	788	417	425	53	14.353	1919277	tetratricopeptide repeat protein [Anoxybacillus sp. 103]	Anoxybacillus sp. 103	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Bacilli	Bacillales	Bacillaceae	Anoxybacillus									
WP_002851328.1	WP_008624265.1	54.9	0.000635	788	476	402	51	14.179	1239962;1245591	tetratricopeptide repeat protein [Mariniradius saccharolyticus]	Mariniradius saccharolyticus	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Mariniradius								
WP_002851328.1	OQX55586.1	53.4	0.000635	788	237	137	17	16.788	1968525	hypothetical protein B5M53_04105 [Candidatus Cloacimonas sp. 4484_209]	Candidatus Cloacimonas sp. 4484_209	cellular organisms	Bacteria	FCB group	Candidatus Cloacimonetes	Candidatus Cloacimonas												
WP_002851328.1	XP_015996143.1	55.3	0.000635	788	919	414	50	12.802	9407	PREDICTED: transmembrane and TPR repeat-containing protein 3 [Rousettus aegyptiacus]	Rousettus aegyptiacus	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Deuterostomia	Chordata	Craniata	Vertebrata	Gnathostomata	Teleostomi	Euteleostomi	Sarcopterygii	Dipnotetrapodomorpha	Tetrapoda	Amniota
WP_002851328.1	WP_047246122.1	55.7	0.000635	788	1005	587	70	12.777	1197874	tetratricopeptide repeat protein [Maribacter thermophilus]	Maribacter thermophilus	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Maribacter								
WP_002851328.1	WP_134776220.1	55.7	0.000636	788	1009	601	74	14.143	2557994	tetratricopeptide repeat protein [Sphingobacterium sp. CZ-2]	Sphingobacterium sp. CZ-2	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium								
WP_002851328.1	XP_018305739.1	55.7	0.000637	788	1311	567	67	12.698	64791	PREDICTED: tetratricopeptide repeat protein 21B-like [Trachymyrmex zeteki]	Trachymyrmex zeteki	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Protostomia	Ecdysozoa	Panarthropoda	Arthropoda	Mandibulata	Pancrustacea	Hexapoda	Insecta	Dicondylia	Pterygota	Neoptera
WP_002851328.1	PTT86328.1	55.3	0.000637	788	677	77	10	18.182	2056841	hypothetical protein DBR42_13715, partial [Pelomonas sp. HMWF004]	Pelomonas sp. HMWF004	cellular organisms	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Pelomonas										
WP_002851328.1	PIS38351.1	55.3	0.000638	788	691	307	35	15.309	1974068	hypothetical protein COT35_01295 [Nitrospirae bacterium CG08_land_8_20_14_0_20_52_24]	Nitrospirae bacterium CG08_land_8_20_14_0_20_52_24	cellular organisms	Bacteria	Nitrospirae	unclassified Nitrospirae													
WP_002851328.1	TET08948.1	55.3	0.000638	788	719	596	72	13.087	2053509	tetratricopeptide repeat protein, partial [Candidatus Atribacteria bacterium]	Candidatus Atribacteria bacterium	cellular organisms	Bacteria	unclassified Bacteria	Bacteria candidate phyla	Candidatus Atribacteria	unclassified Atribacteria											
WP_002851328.1	XP_028022848.1	55.7	0.000638	788	962	406	50	15.025	310752	protein O-mannosyl-transferase TMTC3 isoform X1 [Balaenoptera acutorostrata scammoni]	Balaenoptera acutorostrata scammoni	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Deuterostomia	Chordata	Craniata	Vertebrata	Gnathostomata	Teleostomi	Euteleostomi	Sarcopterygii	Dipnotetrapodomorpha	Tetrapoda	Amniota
WP_002851328.1	WP_100540681.1	55.3	0.000638	788	656	386	48	14.767	2059268	tetratricopeptide repeat protein [Paenibacillus sp. GM2FR]	Paenibacillus sp. GM2FR	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus									
WP_002851328.1	WP_007653349.1	55.7	0.000639	788	967	375	46	13.333	1144253	tetratricopeptide repeat protein [Pontibacter sp. BAB1700]	Pontibacter sp. BAB1700	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Cytophagia	Cytophagales	Hymenobacteraceae	Pontibacter								
WP_002851328.1	WP_126400950.1	55.3	0.000639	788	555	189	24	16.402	2233851	tetratricopeptide repeat protein [Blastochloris sp. GI]	Blastochloris sp. GI	cellular organisms	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Blastochloris										
WP_002851328.1	TGO82220.1	55.7	0.00064	788	1031	386	48	14.767	87229	hypothetical protein BPOR_0886g00010 [Botrytis porri]	Botrytis porri	cellular organisms	Eukaryota	Opisthokonta	Fungi	Dikarya	Ascomycota	saccharomyceta	Pezizomycotina	leotiomyceta	sordariomyceta	Leotiomycetes	Helotiales	Sclerotiniaceae	Botrytis			
WP_002851328.1	PFX13016.1	55.7	0.000641	788	1243	512	56	15.234	50429	Tetratricopeptide repeat protein 28 [Stylophora pistillata]	Stylophora pistillata	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Cnidaria	Anthozoa	Hexacorallia	Scleractinia	Astrocoeniina	Pocilloporidae	Stylophora					
WP_002851328.1	WP_091682287.1	55.3	0.000641	788	599	188	23	15.957	1612308	tetratricopeptide repeat protein [Methylocapsa palsarum]	Methylocapsa palsarum	cellular organisms	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylocapsa										
WP_002851328.1	TDI80112.1	55.7	0.000641	788	1006	504	66	15.079	1898104	tetratricopeptide repeat protein [Bacteroidetes bacterium]	Bacteroidetes bacterium	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	unclassified Bacteroidetes	unclassified Bacteroidetes (miscellaneous)										
WP_002851328.1	TDI80112.1	55.3	0.000741	788	1006	484	66	16.116	1898104	tetratricopeptide repeat protein [Bacteroidetes bacterium]	Bacteroidetes bacterium	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	unclassified Bacteroidetes	unclassified Bacteroidetes (miscellaneous)										
WP_002851328.1	WP_113028596.1	55.7	0.000641	788	1111	486	56	14.198	28118	DUF5107 domain-containing protein [Odoribacter splanchnicus]	Odoribacter splanchnicus	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	Odoribacteraceae	Odoribacter								
WP_002851328.1	WP_000677426.1	55.7	0.000641	788	1197	566	65	13.428	173	tetratricopeptide repeat protein [Leptospira interrogans]	Leptospira interrogans	cellular organisms	Bacteria	Spirochaetes	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira										
